TimeStamp;Anomaly_Class;ТР;Т воздуха на вх. в ГТУ (фильтр.);Р воздуха за КГГ (фильтр.);Т за СТ (т.1);Т за СТ (т.2);Т за СТ (т.3);Т за СТ (т.4);Т за СТ (т.5);Т за СТ (т.6);Т за СТ (т.7);Т за СТ (т.8);Т за СТ (т.9);Т за СТ (т.10);Т за СТ (т.11);Т за СТ (т.12);Т за ГГ (т.1);Т за ГГ (т.2);Т за ГГ на запуске (т.1);Т за ГГ на запуске (т.2);Т в. на входе К ГГ;Т ТГ перед ДГ;Т м. на сливе ШП;Т м. на сливе РП;Т м. на входе Д;Т м. на выходе из СТ;Р м. на входе ;Р суфлирования;Р ТГ перед ДГ;Т в ЩА;Вибр.Д в зоне ПП;Вибр. Д в зоне ЗП;Положение ДГ;Осевая сила (расч.);Обороты КВД 1;Обороты СТ 1;Обороты КВД 2;Обороты СТ 2;Положение ВНА;Т газа за ГГ (ср.);Т газа за СТ (ср.);Т газа за СТ (ср.).1
00:00:00.200;0;1151.5119956757578;863.9749271305985;1117.855554419055;1457.8977865199975;2821.4000997672583;2313.9212264141825;1935.0834166476518;1579.5046166400607;304.3233589110689;1955.9288466662774;1171.7738462963673;1889.083175282055;626.6934275194827;2768.220109545009;1737.7770660391784;1162.757955465161;1214.5315517433007;1911.8455727458982;1980.5878744850147;1609.0497119186596;1221.4685936681221;1982.272637493775;2320.396727724372;1527.3393949555673;824.8109456833884;1963.8888769316695;2488.9031241665593;693.5643125374585;1694.3261812283042;1399.8692769197628;2757.841787379442;1642.6636474634875;2444.624288340161;185.35588599576292;1691.2776012774357;810.7489396550818;1871.3420209932165;2607.064069082591;2459.6078235042487;1299.8394261470414;1009.5004859183439
00:00:00.220;0;1151.8539803693618;854.6107459373567;1120.211912432797;1454.7193040357463;2822.1204953907672;2311.9806867520783;1925.3041426958578;1583.0571079864376;304.2922249261889;1971.9583151413055;1169.187028829504;1891.6244264604381;627.40808426371;2791.138679721631;1739.3664991218052;1164.5663486286055;1210.4447046097375;1909.876701766342;1973.9069389016695;1603.2464769767516;1234.2254275598866;2000.0370336585077;2338.197336622237;1532.377206627343;816.6855500730871;1985.071755660483;2466.844568680294;700.4325529811352;1685.6397695628013;1389.1084079024718;2767.281809484008;1670.0343500477816;2452.253126296872;184.1520970286614;1709.8481385916793;805.8653887891386;1899.257259883161;2587.7246470293203;2443.4472505590074;1291.2203592821118;1012.1851156272928
00:00:00.240;0;1150.8773714235117;853.6766683621129;1119.8958580616136;1456.7865885650906;2812.3691688266517;2331.3295431499364;1920.428967296473;1575.4658284347738;306.32109790788763;1939.4743497666166;1155.4059044733692;1901.2242209100375;631.1853762701315;2781.216914592208;1738.0946911985654;1169.0618722287404;1197.3624247407056;1918.4409707381212;1960.619764168569;1592.886212166238;1228.0540894145438;1982.1481775053367;2317.887446786697;1531.2634792553;818.7704831270742;1975.4528875020003;2471.6481376686197;699.6578666668372;1695.2441487881554;1384.9774101977746;2751.207953986014;1656.244821631884;2443.558690977633;185.32569477970833;1702.8530122318832;798.6650800071094;1892.6282880617307;2606.2827686162645;2460.542680033257;1300.78319855982;1008.581912661292
00:00:00.260;0;1150.3176395146133;859.6466214398947;1113.1258785194714;1461.2355868595898;2849.3933939339704;2328.415147088816;1935.117371242908;1571.9843851315347;301.00871228321773;1939.4553492334107;1155.9535375081941;1883.9233752973973;621.1820913632405;2780.852922401495;1727.0753860174007;1162.2195569485427;1209.1137265716432;1913.541047534273;1967.325546161846;1608.5740266231032;1226.7297878753477;1997.3872049338243;2335.732185051999;1527.1590844078921;814.2729050984761;1955.516571383209;2501.865457800119;698.4667079450916;1685.8934088008127;1390.512726213458;2762.5853182738692;1652.9779501553821;2481.405891447326;185.92593511493033;1702.92706789325;808.0997797914933;1881.2770207977558;2622.116886217614;2415.5782509543824;1286.4764919435697;1007.4885188589617
00:00:00.280;0;1152.1415406197696;856.0253202706313;1121.753748617089;1460.2549849125548;2787.4764624856675;2333.163978973286;1927.0411306085045;1583.630009204099;304.34612193695966;1951.8741327639718;1175.6970228680111;1916.3715001142;625.1378869871098;2782.6758775626336;1733.4161188161386;1159.4576490600375;1195.1932647066842;1935.3505884031094;1989.1701539538124;1607.4129087367883;1223.5626331891249;2013.9780633583246;2314.858152666554;1528.1264929921388;814.8570233996962;1964.0570477569893;2531.450124739716;694.8331794231502;1692.0930264535905;1396.2114932259;2757.7302724878787;1670.1945534161487;2465.425415381792;184.8489463244029;1714.2647620096268;797.4069582938574;1896.5905143940188;2614.677915616788;2449.203421304254;1295.8685966556156;1013.6780609337316
00:00:00.300;0;1147.3922054328625;858.1739114411833;1125.3600845536428;1454.6049911581506;2846.249181396481;2325.3304947252122;1922.6634506390717;1578.394125698212;306.35042310880607;1943.3295165154443;1171.1171946667603;1889.7195787457872;628.812868721842;2779.7858346107105;1740.3232892509393;1169.359758564605;1199.8673585662043;1930.73765038851;1960.1799516542535;1607.9047763519065;1215.1426696547226;1987.395825041539;2334.7939305840796;1542.463289212324;815.3144806214386;1959.9399335188914;2473.0564115771513;701.3015200769375;1699.3192034814638;1388.289577564885;2738.30940014601;1657.7752743606222;2477.714163114813;185.91347260324565;1702.4677143838414;805.2059351746873;1892.7293990759852;2620.445266049428;2414.6851009934;1286.5235682468624;1017.156729369417
00:00:00.320;0;1147.2997012185076;865.7366565875427;1131.9110263376022;1462.835011791732;2854.043493368135;2364.576397343122;1924.8529552568746;1583.102956021798;304.38687038154796;1947.1119303460764;1173.3343489219876;1900.260840819796;625.7967510731343;2750.779563705393;1732.2432248678458;1165.9184893851213;1206.491153123183;1911.2160997629103;1971.2508702873747;1607.806530858507;1230.187355102757;1992.8705351225556;2343.516175975942;1515.2125857815367;814.2532270319981;1966.8031967640304;2485.934250475313;699.3103384806049;1702.7471789850142;1388.9635340774698;2748.2686622161987;1657.605835740465;2448.7425857636395;184.405332677068;1694.1329810849795;799.1200834069125;1884.3899950716125;2615.5319537551777;2441.836256711371;1294.4333156044804;1011.9200455955947
00:00:00.340;0;1156.1688151077924;858.7764777646781;1123.8328119258404;1459.9865198543243;2846.411518449853;2341.7456052084312;1924.9305975014595;1591.4473519233088;306.9042130673222;1944.0642317986074;1178.2325469673415;1906.2960481403363;623.568455239743;2762.53033773986;1737.5606308228416;1168.3191122917247;1208.4722870220924;1916.5478872412102;1971.4034068327612;1591.7091540109318;1222.858544360297;1976.4250345795444;2328.8737612871932;1532.192157991337;807.3676609529695;1973.3406955039507;2490.573005794735;694.6364198921178;1687.3573636173865;1389.4976375079034;2788.9996847124457;1640.731338452671;2461.7535898379333;185.1677052391871;1700.0345474258904;800.0181772462902;1884.5643561406957;2610.5550752758204;2425.595436796201;1285.1106520154935;1011.0515373349716
00:00:00.360;0;1149.7567019893477;858.1294385306006;1121.530014502289;1469.0894524164;2833.9062180812766;2338.8119359879665;1929.1238821504999;1579.428060308545;305.1489907223515;1935.8051011783025;1170.385374346861;1889.4192111444695;629.3955483358832;2794.9177581540885;1730.606302943041;1172.671078682629;1211.7690541983143;1914.8778311894725;1971.1140384821174;1606.1518710160615;1231.77194844134;1997.1798612801454;2313.4230235360947;1537.0197771890598;811.8383878572818;1976.233085834852;2501.4980672020133;697.8513647630235;1688.9825224594347;1403.3282328884115;2778.274366151496;1666.4655915804303;2461.7607617267636;186.2123954190074;1708.9415792869163;804.1427506389634;1892.2411492265617;2604.8292033991456;2427.0025968554523;1296.2895214579657;1007.9666070029641
00:00:00.380;0;1153.8940968493064;853.1015360771951;1120.6621950208817;1461.650644516526;2823.8595260925235;2355.632906128974;1923.5936293054792;1567.3443129178702;304.01714965360355;1946.1449058661938;1179.3080344908617;1907.3166389948474;627.6309199459392;2783.094846093082;1734.9991285384758;1161.2534649731438;1191.0402069362929;1922.606041659095;1968.4848835899897;1598.8352381981117;1227.1041014143664;1988.986681521102;2326.3090351630144;1524.7156582746802;805.2593486560237;1974.9933656880119;2487.355772181428;702.2461375518725;1717.3977595372187;1401.887538279478;2743.717394299569;1665.8928644667756;2460.1783150078154;184.99463332863388;1711.0422968574564;796.4519559480376;1883.1077796955335;2614.6466888118343;2457.975595425896;1278.1163770823525;1007.7761524859144
00:00:00.400;0;1146.6135208141652;849.7430216118437;1123.2919894794034;1470.8656055546658;2860.7602916479586;2366.4030353351636;1927.9749857589313;1586.6245010417692;305.24013890982457;1936.110746787298;1166.8039086403348;1881.793544054558;627.1877999062743;2752.9786932248267;1732.865512248188;1155.8147167436302;1200.947929819423;1928.4347995662577;1951.044183271371;1612.4389504383278;1229.898552575695;1997.1385548270034;2345.9095039346657;1538.0963553515958;810.1446256439743;1970.4904147170175;2496.1467790356687;697.132852834098;1698.1970836438468;1400.9582513898818;2769.378034165199;1667.7613977658334;2441.5847481905084;186.8873024409913;1703.4130862199681;805.6458262013226;1868.2745624244292;2599.9597529700072;2435.5928524410033;1290.0800646349346;1010.1524350556862
00:00:00.420;0;1148.884376910092;856.1660918695005;1125.8006173372519;1465.973353619363;2840.5996651969454;2326.3264385923603;1927.18550435645;1593.022652385857;305.6021455758653;1957.5523960796652;1161.9417179678858;1901.0994527586304;625.1413576161033;2772.9896094992473;1724.685952573815;1177.025200617571;1208.0994746003728;1930.740698086866;1972.3624767532897;1601.958932309387;1220.1464654973186;1972.496781335419;2324.14030292288;1528.5354013711603;810.4605809162624;1980.5068851587303;2489.4362097834223;698.5846325712513;1700.8177336824926;1398.3240494048362;2779.2448727849137;1653.5183114018403;2452.48512687596;184.62450325251223;1707.805399065311;797.2915601048561;1881.856717215185;2622.5683244066604;2450.765373134437;1281.7479769456274;1010.9405051952176
00:00:00.440;0;1143.988230108037;860.7036266824882;1127.8241227524206;1459.5346340770554;2813.427577937106;2346.3029813827725;1925.8995846276648;1579.996266500391;303.57662703989223;1958.7970671643145;1171.8442130292335;1898.1563788804458;627.9440662641828;2756.48479770397;1733.002497496595;1163.3408758841967;1202.477593402951;1944.1753699288906;1961.9600694635446;1601.3345589414528;1223.3139743256604;1984.7836995817643;2342.717626894861;1525.0835537673436;813.622240258006;1965.0593930482903;2497.7587276556533;701.6035482346225;1683.349441614611;1376.5362769944813;2786.9681304081814;1662.1776738473427;2476.0129920611184;183.90643896663556;1705.3465291684963;806.781357002025;1882.0569998356953;2600.0921579953024;2448.9028921536774;1276.645615942628;1014.7330936821114
00:00:00.460;0;1162.3610702785036;854.6310722601428;1109.2730768828574;1461.82861521481;2826.5035840766645;2337.332737561653;1929.773487333506;1584.761363145746;304.9702857668196;1932.5171863205603;1167.928843862809;1898.6135450414986;632.4722312407577;2772.863050145902;1746.4092780420315;1179.0109140919549;1201.3103320796922;1918.488509618153;1960.4556029605392;1598.167796395655;1230.2055573997175;1973.4248525205671;2334.811830666015;1539.0881190920677;808.305894127238;1978.065802705529;2500.8668611157764;695.5142112229854;1690.7794303014034;1387.8951417886174;2775.9271656701803;1656.5356676781346;2473.8548771687097;186.14537573582996;1690.509062576368;800.3820917026405;1900.9212491639948;2592.003465069067;2431.5733119687347;1284.7662769032218;1006.2413958681362
00:00:00.480;0;1159.7633088671191;858.4898456545179;1126.7646013785504;1462.8860419869916;2854.606640852998;2348.874573569278;1916.4427426251073;1572.3917946892834;302.5144255869624;1952.1952413808378;1171.960403297575;1885.8990001381073;622.3141339173968;2792.456009930045;1743.583492263419;1161.5097477537179;1201.831580574816;1914.2454511347346;1973.6452196027674;1600.149984547739;1227.1801225241227;1988.7236666321467;2332.825464574915;1526.837435554845;813.2254382605789;1976.5827340226426;2472.7684160375607;702.5620376172915;1702.9792332636885;1391.2876866732797;2767.5425674320586;1675.388586923;2464.175755672019;187.0005603980498;1702.4212129149232;807.2051755797411;1904.7499305070496;2598.3736244304655;2482.1492521308855;1294.840492295951;1018.0719932041019
00:00:00.500;0;1154.8922189888206;863.2286692560342;1112.4254458618345;1465.042438491378;2854.065634177672;2342.3302923933443;1928.1614822296754;1565.6930011070212;302.1495365787995;1930.0614088422822;1170.0737576958095;1897.3361398756056;624.0412431786838;2755.1288317508534;1742.7928301566694;1159.598230599197;1205.4458624688946;1922.9755826663031;1951.05607259869;1596.4795290902255;1231.0425308800473;1986.2328191874365;2318.9492050005733;1532.951306698248;814.4962984630088;1967.6188583698147;2488.776112310904;698.3373935853048;1687.7519341266584;1392.6256592441885;2792.046712784101;1671.757098118797;2469.1707194255064;184.5837975667153;1710.7092437820306;801.6755830322953;1891.7970270182225;2615.014805740116;2435.9657658325095;1290.5313242217624;1012.5412624013895
00:00:00.520;0;1163.2853400514966;863.5839714902312;1113.835822326991;1466.2523787726082;2834.726002325499;2329.4841853784615;1913.3111533462531;1589.1232469259012;304.9209822402623;1941.3072878413002;1179.3436513948366;1914.3298393446182;625.3288741305211;2770.084728832419;1741.4192129666692;1161.547302102352;1204.489177913643;1925.9752891707683;1975.798780036802;1600.9422631268478;1238.9844072431451;1992.8510047522775;2335.9811651461273;1538.893379657365;809.5164418061228;1960.1284344393428;2496.5606598734203;694.9487621035748;1705.6905528087843;1382.7629643927964;2773.9659013147084;1666.0017370333621;2459.636787760201;186.0121237607813;1698.4407782293008;800.8376696949067;1889.200525291573;2603.819581692869;2421.5206632702075;1291.783104648634;1011.9433528300107
00:00:00.540;0;1155.2184549948215;860.0154475639658;1117.2045292616983;1460.0943527842062;2858.752855209265;2351.0214611132424;1931.9941659275764;1573.1973019762097;304.37847391098387;1951.1856582788823;1165.1962013023767;1886.9814861395294;631.059189912492;2765.5864236454486;1734.6673475969067;1161.6645258959784;1203.4568868299275;1926.1701567333862;1954.3582297233522;1611.5433340631978;1228.1092328984823;1984.193058698716;2345.0416557659405;1526.2710290000107;810.8650207594106;1967.496763814312;2489.226225926926;697.335787791085;1697.799782689576;1399.0768290973601;2768.1489926492136;1653.3873545835863;2434.8778266465647;184.73855268149495;1712.5462013338633;801.1973054659974;1901.4131523251435;2603.551534009289;2440.9818035789554;1289.4945225296078;1005.4492253036777
00:00:00.560;0;1149.4692418592322;860.4516349605617;1120.9309263794735;1463.2822412059547;2837.4494999342974;2339.0877518461843;1930.9728787994368;1577.781927298513;306.6512888454505;1958.18180197971;1168.9938607611614;1899.2949591653005;624.9590293139231;2747.091331883341;1745.1899922099149;1172.050984979494;1200.1364477456182;1932.7726478810673;1955.432037913206;1606.564359880496;1211.7451690944622;1991.0574973688804;2337.4725830308666;1539.0803435513812;814.5788447630059;1974.4012901045194;2501.3610903933504;696.6746589715337;1687.9387735006126;1399.7067534681812;2772.7332509228504;1676.3039798542911;2457.146133594902;185.06884958955692;1705.3438106234266;799.4545247250792;1885.6490074310593;2617.5814856470747;2453.1537959853085;1299.5384523892599;1013.1970074081456
00:00:00.580;0;1152.610220459995;853.2175568631941;1110.2642514540312;1466.3079242974525;2823.000996646969;2343.5153277564937;1934.989628193056;1583.7140272986483;303.0738518189717;1961.1212770603336;1173.2580724272768;1907.709177327406;631.2060245892276;2764.539183860899;1720.814909887869;1148.0108501583718;1200.0287761023058;1916.8060077363973;1951.182004291569;1609.6267576060363;1224.6497938092505;2015.238617046558;2338.574334097818;1522.7159105620904;805.4684686979217;1981.3514647058305;2491.287346314954;695.7347641650716;1693.9859298580436;1400.4845896823726;2783.9906693615835;1671.658501561531;2451.792362736748;184.87726028571058;1708.0646493092706;803.0874713672773;1885.386546800823;2628.6736538254945;2430.964278945102;1292.250336342333;1012.9936973734206
00:00:00.600;0;1158.1844381934734;857.6427306028514;1114.6682899089012;1442.6821750410058;2810.7923597507297;2352.1353960348492;1943.9004408909504;1584.9355182234274;303.23535349155134;1947.1724393231689;1170.016217068586;1894.7159478897804;627.2234443462154;2782.6087797184996;1726.986401701827;1174.5454756305503;1203.2120073034496;1936.1171312554386;1967.8359699459645;1582.292845721181;1228.589006142614;1981.6927844321438;2336.267195303811;1533.042510300285;816.6401189318766;1982.4270562491668;2484.1786308990518;705.447806883379;1697.5705680191286;1393.9495936068886;2758.054215328034;1661.8385769819604;2444.7615736979524;184.50756373556797;1706.2480366800335;797.4756933615276;1903.9452292181215;2619.286494567961;2428.6331809199078;1295.4050108140464;1019.7845071107505
00:00:00.620;0;1145.468094376606;859.5781773496653;1119.8170709939839;1467.955821204547;2859.897622408663;2352.9569576460985;1934.3504238265577;1580.9215484677675;302.28564550435993;1940.3947185519455;1163.479101546681;1887.3853893527455;626.5411860662588;2783.242056468595;1734.2695076470634;1175.9395798086596;1195.6476023989953;1928.136781244981;1957.4747200553284;1616.4795726109426;1218.4950641921205;1971.4072088315174;2315.2481052070516;1541.2281900184948;815.8626264416082;1974.5100131383901;2494.5954951583144;696.1111470254298;1684.6856999978052;1387.6811511685846;2799.107320422057;1679.9454964801917;2466.52008802935;184.83120871994578;1693.182585288564;802.0532186495108;1885.8228857146175;2595.7325321407357;2447.5241145099703;1278.3613581337404;1013.6232184536188
00:00:00.640;0;1143.0485147152272;857.5513902274201;1120.5050094339574;1456.643612363659;2799.270567935316;2337.128615283269;1932.0796626285774;1587.2797774132855;304.2714972983859;1938.8765656660282;1169.6450514615951;1895.9194017943748;627.9973465856222;2773.902224362096;1732.6517849683444;1158.8060732144156;1206.55948639432;1913.507702240463;1986.0673972883471;1616.1678599438162;1224.460257058581;1996.3946608418878;2333.294001856811;1537.8159507473024;812.6615344411142;1975.1754925068774;2496.261319356733;699.0808909382124;1686.208198442686;1400.319778900075;2757.514952628319;1683.327807821571;2457.2530753891083;186.0494906110878;1713.8222793772004;792.9168860650069;1883.9374614010783;2608.326096612425;2438.3020694014804;1295.556948444648;1020.4485500419386
00:00:00.660;0;1152.7963699844197;863.0403899410612;1120.4580018781971;1460.9770197652467;2826.5575102385264;2338.2290006053054;1905.128507411843;1568.8293057901135;305.07918154936687;1955.309678300491;1173.9847209046031;1891.6820355439888;625.9343066131804;2742.833342627598;1734.7970283334841;1158.769163110991;1194.6804879430629;1923.1854780120661;1957.3043805243801;1588.4923819520475;1225.9782618375443;1999.1675402225387;2346.5535479411565;1528.5828682416045;812.7733631506313;1974.3510560879567;2490.420606688208;694.9743155611691;1705.214347333421;1394.6164174308592;2760.0530437026905;1662.2211451652438;2453.0271390828207;185.26628286017436;1694.3100291649014;798.2949714781577;1896.6867008902077;2615.0655856918543;2433.6074558990517;1302.1953526101595;1016.1971038872443
00:00:00.680;0;1148.6670626910332;870.0025664492101;1123.5369768624716;1458.184313020739;2855.4243718658495;2337.7759333770755;1938.666426765777;1581.9417853551956;304.8053896821483;1963.0103787925989;1174.903564228479;1895.4524959763082;630.0459716736798;2801.384304425976;1741.2326650109455;1168.7637416590928;1200.0470532744116;1920.1487905247116;1962.6187638537588;1599.6565321485111;1226.6714461525003;1989.3732804225579;2329.3870002734957;1532.8311916516873;816.7756884337724;1965.5935218414256;2488.4002826826572;694.0589022873605;1692.206413929415;1379.655399999278;2771.4704929143363;1672.425206613483;2466.0238542608417;185.25170227753654;1698.2704077188816;796.6816554984289;1916.9924340096557;2597.685094953793;2444.037955030267;1290.9606389198561;1018.0443031299012
