TimeStamp;30-Т масла откачки;31-Т слива масла из турбины;32-Т масла вх ГТД;33-Т ТГ до СК;34-Р масла нагнетания;35-Р масла откачки;36-Р за ОК 1;37-Р за ОК 2;38-Р ТГ перед ДГ;39-Вибрация ГГ;40-Вибрация СТ;41-% ДГ;42-Контроль ДГ;43-N РНД (Расч);44-N РВД (Расч);45-N РСТ (Расч);46 Т-возд вх ГГ (Расч);47-P возд за ГГ (расч);48-N РНД прив;49-N РВД прив;50-Т за ТНД макс;51-% НА КВД;52-% КПВ
05:36:30.778;87.990;117.633;36.484;27.067;298.276;224.194;1309.779;1303.337;2860.798;6.307;11.289;70.618;70.328;8825.558;11933.001;4596.255;9.191;1306.558;8916.166;12052.936;675.518;79.409;28.541
05:36:30.801;87.990;117.633;36.484;27.067;298.276;221.876;1328.154;1302.233;2849.303;6.324;11.289;70.627;70.328;8825.558;11933.001;4596.255;9.191;1306.558;8913.561;12051.989;675.518;79.543;28.659
05:36:30.827;87.990;117.633;36.484;27.067;298.220;218.446;1317.795;1302.233;2849.303;6.324;11.289;70.609;70.328;8830.761;11933.340;4596.523;9.191;1315.193;8913.561;12051.989;675.518;79.538;28.659
05:36:30.849;88.013;117.633;36.484;27.067;299.110;218.446;1317.795;1316.349;2850.786;6.319;11.289;70.609;70.328;8826.787;11933.428;4597.005;9.191;1310.014;8918.815;12052.332;675.518;79.538;28.733
05:36:30.872;88.013;117.633;36.484;27.067;298.832;217.149;1302.380;1312.667;2863.146;6.305;11.287;70.609;70.325;8829.203;11933.889;4597.321;9.191;1317.072;8914.803;12052.421;675.593;79.543;28.763
05:36:30.896;88.013;117.561;36.484;27.067;298.127;217.723;1325.194;1301.373;2850.292;6.310;11.280;70.609;70.328;8831.813;11932.772;4597.397;9.180;1307.523;8917.242;12052.886;675.593;79.381;28.941
05:36:30.916;88.013;117.561;36.484;27.067;298.127;219.837;1323.221;1316.349;2851.528;6.295;11.280;70.609;70.328;8828.773;11933.063;4597.583;9.180;1313.284;8920.062;12052.006;675.606;79.538;28.763
05:36:30.941;88.013;117.561;36.484;27.067;298.127;219.837;1323.221;1316.349;2851.528;6.295;11.280;70.609;70.328;8826.459;11933.063;4597.899;9.180;1319.785;8916.991;12052.300;675.618;79.538;28.763
05:36:30.964;88.013;117.561;36.484;27.067;298.146;222.321;1306.080;1316.349;2851.528;6.295;11.275;70.606;70.325;8826.459;11933.063;4597.899;9.180;1319.785;8914.654;12052.300;675.618;79.656;28.763
05:36:30.985;88.013;117.561;36.554;27.067;298.869;222.321;1306.080;1306.775;2862.775;6.298;11.280;70.606;70.328;8829.906;11933.850;4598.152;9.180;1311.215;8914.654;12052.300;675.618;79.656;28.446
05:36:31.011;88.013;117.561;36.554;27.067;299.092;225.028;1327.044;1313.526;2852.887;6.300;11.294;70.606;70.328;8830.328;11932.676;4598.458;9.180;1306.427;8918.136;12053.094;675.618;79.785;28.460
05:36:31.033;88.013;117.561;36.554;27.067;298.053;227.327;1322.851;1304.810;2855.483;6.293;11.296;70.544;70.331;8827.489;11933.049;4598.802;9.180;1320.285;8918.562;12051.908;675.618;79.557;28.586
05:36:31.056;88.013;117.561;36.554;27.090;298.053;229.347;1316.562;1308.861;2859.809;6.293;11.296;70.569;70.328;8829.842;11933.340;4599.371;9.168;1313.831;8915.694;12052.285;675.618;79.381;28.448
05:36:31.078;88.013;117.561;36.554;27.090;298.053;229.347;1316.562;1308.861;2859.809;6.293;11.296;70.569;70.328;8830.474;11933.646;4599.710;9.168;1312.712;8918.254;12052.827;675.618;79.381;28.448
05:36:31.100;88.013;117.561;36.554;27.090;297.330;230.886;1325.441;1308.861;2859.809;6.293;11.287;70.547;70.328;8830.474;11933.646;4599.710;9.168;1312.712;8918.892;12053.136;675.618;79.549;28.448
05:36:31.125;88.013;117.561;36.554;27.090;298.109;230.886;1324.824;1311.807;2856.595;6.279;11.287;70.535;70.325;8832.530;11932.977;4599.868;9.168;1317.151;8918.892;12053.136;675.556;79.549;28.384
05:36:31.148;87.942;117.561;36.554;27.090;299.685;231.572;1324.824;1313.281;2855.607;6.277;11.289;70.535;70.328;8828.257;11933.137;4600.395;9.168;1318.316;8920.969;12052.460;675.606;79.760;28.448
05:36:31.169;87.942;117.561;36.554;27.090;299.796;231.758;1322.728;1311.316;2863.641;6.286;11.289;70.702;70.331;8832.114;11933.016;4600.687;9.168;1319.052;8916.653;12052.622;675.606;79.541;28.567
05:36:31.192;87.942;117.585;36.554;27.090;299.796;231.109;1318.412;1308.616;2855.483;6.272;11.289;70.618;70.328;8827.824;11933.219;4601.103;9.168;1317.022;8920.549;12052.499;675.606;79.598;28.766
05:36:31.215;87.942;117.585;36.554;27.090;297.794;229.477;1324.084;1308.616;2855.483;6.272;11.287;70.615;70.328;8826.449;11933.233;4601.605;9.180;1313.514;8916.216;12052.704;675.606;79.140;28.766
05:36:31.238;87.942;117.585;36.554;27.090;296.218;229.477;1314.465;1311.071;2851.281;6.274;11.284;70.631;70.328;8829.352;11932.409;4601.873;9.180;1316.350;8914.645;12052.472;675.606;79.140;28.803
05:36:31.261;87.942;117.585;36.554;27.090;296.218;229.477;1314.465;1311.071;2851.281;6.274;11.284;70.631;70.328;8830.396;11932.627;4602.232;9.180;1312.768;8917.575;12051.640;675.606;79.140;28.803
05:36:31.287;87.942;117.585;36.554;27.090;296.218;229.477;1314.465;1311.071;2851.281;6.274;11.284;70.631;70.328;8830.396;11932.627;4602.232;9.180;1312.768;8918.631;12051.859;675.606;79.140;28.803
05:36:31.309;87.942;117.585;36.577;27.090;298.943;224.972;1323.838;1310.825;2860.798;6.324;11.277;70.603;70.325;8830.396;11932.627;4602.232;9.180;1312.768;8918.631;12051.859;675.606;79.725;28.519
05:36:31.331;87.942;117.585;36.577;27.090;298.943;223.897;1331.237;1301.496;2847.449;6.335;11.277;70.606;70.328;8828.098;11932.288;4602.999;9.180;1317.332;8918.631;12051.859;675.531;79.826;28.671
05:36:31.353;87.942;117.585;36.577;27.090;298.165;224.101;1317.672;1310.212;2855.236;6.345;11.294;70.615;70.328;8829.747;11931.778;4603.127;9.180;1316.366;8916.310;12051.517;675.531;79.513;28.671
05:36:31.378;87.942;117.585;36.577;27.090;297.200;224.101;1313.602;1310.212;2855.236;6.345;11.287;70.609;70.331;8829.111;11932.967;4603.401;9.180;1313.942;8917.975;12051.002;675.531;79.513;28.786
05:36:31.399;87.942;117.585;36.577;27.090;297.200;224.101;1313.602;1310.212;2855.236;6.345;11.287;70.609;70.331;8829.354;11931.837;4603.549;9.180;1311.907;8917.333;12052.202;675.531;79.513;28.786
05:36:31.422;87.942;117.585;36.577;27.090;297.812;225.955;1313.602;1309.721;2856.472;6.343;11.287;70.609;70.331;8829.354;11931.837;4603.549;9.180;1311.907;8917.578;12051.062;675.531;79.469;28.727
05:36:31.445;87.942;117.585;36.577;27.090;299.425;227.215;1328.771;1302.355;2850.292;6.347;11.294;70.631;70.325;8828.419;11931.958;4603.774;9.180;1311.661;8917.578;12051.062;675.531;79.239;28.814
05:36:31.471;88.013;117.585;36.577;27.090;299.425;226.733;1326.427;1306.897;2854.000;6.350;11.294;70.618;70.328;8828.635;11932.555;4604.407;9.180;1315.563;8916.634;12051.184;675.531;79.648;28.510
05:36:31.492;88.013;117.585;36.577;27.090;299.981;224.731;1309.656;1315.981;2856.348;6.354;11.291;70.615;70.328;8829.095;11932.918;4604.689;9.180;1316.662;8916.852;12051.786;675.531;79.453;28.510
05:36:31.517;88.013;117.561;36.577;27.090;299.981;224.731;1309.656;1315.981;2856.348;6.354;11.291;70.615;70.328;8829.527;11932.870;4604.776;9.180;1312.818;8917.316;12052.153;675.531;79.453;28.510
05:36:31.538;88.013;117.561;36.577;27.090;298.480;224.731;1323.098;1315.981;2856.348;6.354;11.289;70.770;70.328;8829.527;11932.870;4604.776;9.180;1312.818;8917.753;12052.104;675.531;79.508;28.519
05:36:31.561;88.013;117.561;36.577;27.090;296.718;222.951;1323.098;1307.757;2853.876;6.364;11.287;70.770;70.331;8829.680;11932.506;4604.699;9.168;1319.539;8917.753;12052.104;675.568;79.508;28.758
05:36:31.585;88.013;117.561;36.577;27.090;298.257;224.861;1326.674;1316.227;2852.393;6.352;11.282;70.600;70.328;8828.000;11932.225;4604.713;9.168;1315.427;8918.090;12051.984;675.568;79.359;28.696
05:36:31.609;88.013;117.561;36.577;27.090;298.257;229.737;1306.450;1313.771;2863.888;6.366;11.282;70.603;70.328;8829.071;11932.434;4604.675;9.168;1321.450;8916.394;12051.700;675.568;79.626;28.592
05:36:31.631;88.013;117.561;36.484;27.090;301.150;233.667;1322.358;1298.550;2857.584;6.378;11.287;70.606;70.328;8828.841;11931.706;4604.651;9.168;1310.111;8917.476;12051.911;675.568;79.653;28.592
05:36:31.652;88.013;117.561;36.484;27.090;301.150;233.667;1322.358;1298.550;2857.584;6.378;11.287;70.606;70.328;8829.111;11931.827;4604.689;9.168;1310.454;8917.243;12051.177;675.568;79.653;28.592
05:36:31.676;88.013;117.561;36.484;27.090;299.889;233.667;1315.699;1298.550;2857.584;6.378;11.291;70.609;70.325;8829.111;11931.827;4604.689;9.168;1310.454;8917.516;12051.299;675.568;79.609;28.688
05:36:31.698;88.013;117.561;36.484;27.090;296.700;236.522;1315.699;1312.176;2853.011;6.380;11.289;70.609;70.325;8830.258;11931.764;4604.910;9.168;1307.124;8917.516;12051.299;675.493;79.609;28.851
05:36:31.723;88.013;117.561;36.484;27.090;296.867;237.912;1318.658;1323.101;2864.011;6.376;11.282;70.618;70.325;8828.570;11931.899;4605.174;9.180;1313.937;8918.674;12051.234;675.506;79.439;28.834
05:36:31.746;88.013;117.561;36.484;27.090;299.425;238.951;1324.701;1305.056;2855.112;6.397;11.289;70.606;70.328;8830.068;11931.803;4605.322;9.180;1320.880;8916.786;12051.124;675.468;79.373;28.727
05:36:31.770;88.013;117.561;36.484;27.090;299.425;239.507;1330.250;1302.233;2850.539;6.390;11.289;70.606;70.328;8827.111;11931.924;4605.428;9.180;1314.878;8918.300;12051.026;675.468;79.854;28.378
05:36:31.791;88.013;117.561;36.484;27.090;299.425;239.507;1330.250;1302.233;2850.539;6.390;11.289;70.606;70.328;8831.435;11931.536;4605.504;9.180;1316.241;8915.313;12051.149;675.468;79.854;28.378
05:36:31.814;87.942;117.561;36.484;27.090;300.352;239.488;1313.972;1302.233;2850.539;6.390;11.301;70.615;70.331;8831.435;11931.536;4605.504;9.180;1316.241;8919.680;12050.758;675.468;79.771;28.378
05:36:31.837;87.942;117.561;36.484;27.090;297.775;239.488;1313.972;1312.544;2862.034;6.376;11.296;70.615;70.328;8832.020;11931.391;4605.543;9.180;1308.102;8919.680;12050.758;675.468;79.771;28.485
05:36:31.861;87.942;117.561;36.484;27.090;295.884;237.319;1317.918;1300.882;2854.124;6.354;11.294;70.600;70.325;8833.626;11931.391;4605.629;9.180;1313.258;8920.271;12050.610;675.468;79.379;28.513
05:36:31.883;87.942;117.561;36.484;27.090;297.089;233.834;1322.234;1305.670;2851.652;6.338;11.291;70.615;70.325;8824.841;11931.318;4605.658;9.191;1309.400;8921.893;12050.610;675.468;79.373;28.659
05:36:31.907;87.942;117.561;36.484;27.090;297.089;230.423;1316.069;1319.541;2859.315;6.326;11.291;70.655;70.325;8831.556;11931.148;4605.548;9.191;1313.952;8912.837;12050.290;675.468;79.684;28.558
05:36:31.931;87.942;117.561;36.484;27.090;298.850;227.456;1313.972;1319.541;2859.315;6.326;11.289;70.631;70.325;8831.897;11931.352;4605.332;9.191;1317.805;8919.618;12050.118;675.418;79.412;28.558
05:36:31.953;87.942;117.561;36.484;27.090;298.850;227.456;1313.972;1319.541;2859.315;6.326;11.289;70.631;70.325;8829.405;11931.245;4605.279;9.191;1316.757;8919.964;12050.323;675.418;79.412;28.558
05:36:31.976;87.942;117.561;36.484;27.090;298.461;227.456;1313.972;1309.843;2852.517;6.326;11.291;70.631;70.322;8829.405;11931.245;4605.279;9.191;1316.757;8917.446;12050.216;675.418;79.412;28.595
05:36:31.997;87.942;117.561;36.484;27.067;296.737;225.046;1330.250;1311.439;2851.899;6.314;11.289;70.553;70.322;8825.905;11931.691;4605.068;9.191;1311.908;8917.446;12050.216;675.418;79.651;28.668
05:36:32.022;87.942;117.561;36.484;27.067;296.867;223.396;1317.055;1307.757;2859.067;6.310;11.294;70.683;70.325;8828.165;11931.754;4604.637;9.203;1320.845;8913.912;12050.667;675.418;79.810;28.575
05:36:32.045;87.942;117.561;36.484;27.067;296.867;222.154;1325.318;1302.601;2860.798;6.303;11.294;70.563;70.325;8829.139;11931.948;4604.536;9.203;1312.406;8916.010;12050.481;675.418;79.774;28.738
05:36:32.068;87.942;117.561;36.484;27.067;298.387;221.376;1329.880;1302.601;2860.798;6.303;11.287;70.560;70.322;8829.733;11931.861;4604.253;9.203;1313.959;8916.993;12050.678;675.418;79.456;28.738
05:36:32.091;87.942;117.561;36.484;27.067;299.092;221.376;1329.880;1299.778;2849.550;6.279;11.282;70.560;70.328;8833.210;11931.327;4604.076;9.203;1316.241;8917.594;12050.590;675.418;79.456;28.688
05:36:32.114;87.942;117.561;36.484;27.067;299.092;221.376;1329.880;1299.778;2849.550;6.279;11.282;70.560;70.328;8828.625;11931.643;4604.081;9.203;1314.829;8921.105;12050.050;675.443;79.456;28.688
05:36:32.135;87.848;117.561;36.484;27.067;298.888;221.950;1321.988;1308.002;2855.483;6.265;11.277;70.553;70.328;8828.625;11931.643;4604.081;9.203;1314.829;8916.475;12050.368;675.443;79.346;28.575
05:36:32.159;87.848;117.585;36.484;27.067;298.035;223.860;1321.618;1311.685;2857.337;6.272;11.277;70.609;70.325;8830.677;11931.716;4604.191;9.203;1314.995;8916.475;12050.368;675.355;79.796;28.395
05:36:32.183;87.848;117.585;36.484;27.067;298.035;225.788;1318.412;1297.691;2852.270;6.262;11.277;70.606;70.328;8827.706;11931.667;4604.004;9.203;1316.651;8918.547;12050.442;675.355;79.538;28.448
05:36:32.205;87.848;117.585;36.484;27.067;296.867;226.010;1326.304;1297.691;2852.270;6.262;11.275;70.609;70.328;8826.706;11930.833;4603.836;9.203;1308.051;8915.546;12050.394;675.355;79.497;28.448
05:36:32.227;87.848;117.585;36.484;27.067;296.218;226.010;1326.304;1303.215;2852.146;6.251;11.289;70.609;70.325;8826.706;11931.318;4603.880;9.203;1311.997;8914.536;12049.551;675.355;79.497;28.448
05:36:32.252;87.848;117.585;36.484;27.067;296.218;226.010;1326.304;1303.215;2852.146;6.251;11.289;70.609;70.325;8830.207;11932.152;4604.028;9.203;1314.759;8914.536;12050.041;675.355;79.497;28.448
05:36:32.273;87.848;117.585;36.484;27.067;298.443;225.640;1314.835;1312.421;2861.663;6.241;11.291;70.606;70.325;8830.207;11932.152;4604.028;9.203;1314.759;8918.072;12050.884;675.355;79.489;28.372
05:36:32.297;87.848;117.585;36.530;27.067;300.426;225.083;1318.658;1301.987;2854.000;6.258;11.294;70.603;70.328;8825.449;11931.425;4604.047;9.203;1313.628;8918.072;12050.884;675.355;79.626;28.592
05:36:32.321;87.848;117.585;36.530;27.090;300.426;224.546;1324.824;1310.948;2854.494;6.267;11.294;70.609;70.328;8827.179;11932.225;4604.158;9.203;1310.323;8913.267;12050.148;675.406;79.571;28.727
05:36:32.342;87.848;117.585;36.530;27.090;299.370;224.583;1306.696;1310.948;2854.494;6.267;11.287;70.612;70.328;8829.919;11932.516;4604.196;9.191;1317.886;8915.014;12050.956;675.431;79.711;28.727
05:36:32.366;87.848;117.585;36.530;27.090;296.793;224.583;1324.454;1313.158;2862.528;6.262;11.289;70.615;70.325;8828.176;11932.128;4604.402;9.191;1308.822;8917.966;12051.499;675.431;79.711;28.558
05:36:32.388;87.848;117.585;36.530;27.090;296.051;223.823;1324.454;1297.691;2852.022;6.281;11.303;70.615;70.328;8827.148;11932.540;4604.431;9.191;1318.806;8916.205;12051.107;675.431;79.826;28.657
05:36:32.413;87.848;117.585;36.530;27.090;296.051;223.823;1324.454;1297.691;2852.022;6.281;11.303;70.615;70.328;8828.558;11932.758;4604.488;9.191;1311.073;8915.167;12051.524;675.431;79.826;28.657
05:36:32.437;87.848;117.585;36.530;27.090;298.572;222.581;1324.701;1304.810;2855.978;6.295;11.313;70.609;70.325;8828.558;11932.758;4604.488;9.191;1311.073;8916.591;12051.744;675.431;79.458;28.612
05:36:32.459;88.013;117.585;36.530;27.090;298.572;221.876;1310.642;1314.140;2857.337;6.303;11.313;70.609;70.328;8831.519;11932.118;4604.488;9.191;1314.756;8916.591;12051.744;675.431;79.563;28.766
05:36:32.481;88.013;117.561;36.530;27.090;300.426;221.876;1315.452;1303.460;2857.708;6.303;11.313;70.606;70.328;8829.436;11932.395;4604.555;9.191;1312.391;8919.581;12051.098;675.431;79.450;28.766
05:36:32.503;88.013;117.561;36.530;27.090;299.054;221.876;1332.100;1303.460;2857.708;6.303;11.303;70.612;70.325;8824.949;11932.758;4604.580;9.180;1309.456;8917.478;12051.377;675.431;79.711;28.772
05:36:32.529;88.013;117.561;36.530;27.090;296.273;223.304;1332.100;1306.284;2856.472;6.326;11.296;70.612;70.328;8826.892;11932.564;4604.517;9.180;1317.780;8913.129;12051.991;675.431;79.711;28.550
05:36:32.550;88.013;117.561;36.530;27.090;296.700;225.324;1317.302;1321.505;2857.955;6.321;11.298;70.606;70.328;8829.666;11932.734;4603.976;9.180;1319.192;8915.091;12051.796;675.431;79.631;28.524
05:36:32.572;88.013;117.561;36.530;27.090;296.700;225.324;1317.302;1321.505;2857.955;6.321;11.298;70.606;70.328;8825.365;11932.880;4603.727;9.180;1319.403;8917.894;12051.968;675.431;79.631;28.524
05:36:32.595;88.013;117.561;36.554;27.090;296.700;227.197;1314.465;1307.511;2856.719;6.333;11.298;70.621;70.325;8825.365;11932.880;4603.727;9.180;1319.403;8913.550;12052.114;675.431;79.684;28.479
05:36:32.619;88.013;117.561;36.554;27.090;299.740;229.069;1330.374;1305.179;2852.146;6.352;11.305;70.606;70.325;8828.176;11932.903;4603.693;9.180;1310.988;8913.550;12052.114;675.431;79.395;28.696
05:36:32.642;88.013;117.561;36.554;27.090;301.001;229.069;1321.125;1305.179;2852.146;6.352;11.315;70.692;70.331;8829.774;11932.385;4603.583;9.180;1317.776;8916.388;12052.139;675.431;79.343;28.696
05:36:32.666;88.013;117.561;36.554;27.090;299.555;229.385;1321.125;1311.071;2859.686;6.340;11.310;70.692;70.325;8829.558;11933.233;4603.478;9.180;1313.152;8918.003;12051.614;675.431;79.343;28.448
05:36:32.688;88.013;117.561;36.554;27.090;298.183;228.476;1317.055;1309.352;2860.427;6.331;11.310;70.609;70.328;8828.459;11932.928;4603.003;9.180;1316.098;8917.783;12052.472;675.431;79.406;28.485
05:36:32.710;88.013;117.561;36.554;27.090;298.406;227.364;1330.867;1305.056;2848.932;6.354;11.305;70.606;70.325;8825.595;11933.282;4602.893;9.180;1313.204;8916.674;12052.163;675.418;79.870;28.761
05:36:32.735;88.013;117.561;36.554;27.090;298.406;227.364;1330.867;1305.056;2848.932;6.354;11.305;70.606;70.325;8830.108;11933.171;4602.750;9.180;1317.961;8913.781;12052.521;675.493;79.870;28.761
05:36:32.758;88.013;117.561;36.554;27.090;298.406;227.253;1317.425;1313.403;2851.652;6.338;11.305;70.689;70.325;8830.108;11933.171;4602.750;9.180;1317.961;8918.340;12052.408;675.493;79.489;28.761
05:36:32.779;87.942;117.561;36.554;27.090;298.980;227.846;1316.192;1313.403;2851.652;6.338;11.303;70.618;70.325;8831.380;11932.952;4602.783;9.180;1315.414;8918.340;12052.408;675.493;79.483;28.808
05:36:32.804;87.942;117.561;36.554;27.090;298.962;227.846;1316.192;1316.472;2853.876;6.328;11.301;70.618;70.325;8825.773;11933.112;4602.697;9.180;1314.798;8919.624;12052.188;675.493;79.483;28.699
05:36:32.827;87.942;117.561;36.554;27.090;298.109;228.383;1321.865;1303.460;2847.449;6.340;11.296;70.485;70.328;8827.081;11933.209;4602.438;9.191;1316.332;8913.962;12052.350;675.493;79.785;28.775
