TimeStamp;Температура масла в магистрали общей откачки (поз. Тм);Температура слива масла из опоры турбины (поз. Т606);Температура масла на входе в двигатель за фильтром (поз. Т607);Температура топливного газа перед СК (перед расходомерным устройством) (поз. Ттг);Давление масла в нагнетающей магистрали двигателя (после фильтра) (поз. Pм);Давление масла в магистрали общей откачки (поз. Р615);Давление за ОК Pk1;Давление за ОК Pk2;Давление топливного газа перед дозаторами (поз. Pтг1.1);Вибрация промежуточного корпуса газогенератора (гориз.) (поз. В1);Вибрация корпуса силовой турбины (гориз.) (поз. В2);Положение дозатора газа 8402 (или ДУС-6,5 МП) ( поз. А ДГ);Контроль управления дозатором газа ДГ ;Частота вращения РНД (Расчетная);Частота вращения РВД (Расчетная);Частота вращения РСТ (Расчетная);Температура воздуха на входе в газогенератор (Расчетная);Давление воздуха за компрессором (Расчетная);Частота вращения РНД приведенная;Частота вращения РВД приведенная;Температура газов за ТНД максимальная (Расчетная);Положение лопаток НА КВД. (поз. A2) ;Положение КПВ (поз. A3)
00:00:00.200;1151.511996;863.9749271;1117.855554;1457.897787;2821.4001;2313.921226;1935.083417;1579.504617;304.3233589;1955.928847;1171.773846;1889.083175;626.6934275;2768.22011;1737.777066;1162.757955;1214.531552;1911.845573;1980.587874;1609.049712;1221.468594;1982.272637;2320.396728
00:00:00.220;1151.85398;854.6107459;1120.211912;1454.719304;2822.120495;2311.980687;1925.304143;1583.057108;304.2922249;1971.958315;1169.187029;1891.624426;627.4080843;2791.13868;1739.366499;1164.566349;1210.444705;1909.876702;1973.906939;1603.246477;1234.225428;2000.037034;2338.197337
00:00:00.240;1150.877371;853.6766684;1119.895858;1456.786589;2812.369169;2331.329543;1920.428967;1575.465828;306.3210979;1939.47435;1155.405904;1901.224221;631.1853763;2781.216915;1738.094691;1169.061872;1197.362425;1918.440971;1960.619764;1592.886212;1228.054089;1982.148178;2317.887447
00:00:00.260;1150.31764;859.6466214;1113.125879;1461.235587;2849.393394;2328.415147;1935.117371;1571.984385;301.0087123;1939.455349;1155.953538;1883.923375;621.1820914;2780.852922;1727.075386;1162.219557;1209.113727;1913.541048;1967.325546;1608.574027;1226.729788;1997.387205;2335.732185
00:00:00.280;1152.141541;856.0253203;1121.753749;1460.254985;2787.476462;2333.163979;1927.041131;1583.630009;304.3461219;1951.874133;1175.697023;1916.3715;625.137887;2782.675878;1733.416119;1159.457649;1195.193265;1935.350588;1989.170154;1607.412909;1223.562633;2013.978063;2314.858153
00:00:00.300;1147.392205;858.1739114;1125.360085;1454.604991;2846.249181;2325.330495;1922.663451;1578.394126;306.3504231;1943.329517;1171.117195;1889.719579;628.8128687;2779.785835;1740.323289;1169.359759;1199.867359;1930.73765;1960.179952;1607.904776;1215.14267;1987.395825;2334.793931
00:00:00.320;1147.299701;865.7366566;1131.911026;1462.835012;2854.043493;2364.576397;1924.852955;1583.102956;304.3868704;1947.11193;1173.334349;1900.260841;625.7967511;2750.779564;1732.243225;1165.918489;1206.491153;1911.2161;1971.25087;1607.806531;1230.187355;1992.870535;2343.516176
00:00:00.340;1156.168815;858.7764778;1123.832812;1459.98652;2846.411518;2341.745605;1924.930598;1591.447352;306.9042131;1944.064232;1178.232547;1906.296048;623.5684552;2762.530338;1737.560631;1168.319112;1208.472287;1916.547887;1971.403407;1591.709154;1222.858544;1976.425035;2328.873761
00:00:00.360;1149.756702;858.1294385;1121.530015;1469.089452;2833.906218;2338.811936;1929.123882;1579.42806;305.1489907;1935.805101;1170.385374;1889.419211;629.3955483;2794.917758;1730.606303;1172.671079;1211.769054;1914.877831;1971.114038;1606.151871;1231.771948;1997.179861;2313.423024
00:00:00.380;1153.894097;853.1015361;1120.662195;1461.650645;2823.859526;2355.632906;1923.593629;1567.344313;304.0171497;1946.144906;1179.308034;1907.316639;627.6309199;2783.094846;1734.999129;1161.253465;1191.040207;1922.606042;1968.484884;1598.835238;1227.104101;1988.986682;2326.309035
00:00:00.400;1146.613521;849.7430216;1123.291989;1470.865606;2860.760292;2366.403035;1927.974986;1586.624501;305.2401389;1936.110747;1166.803909;1881.793544;627.1877999;2752.978693;1732.865512;1155.814717;1200.94793;1928.4348;1951.044183;1612.43895;1229.898553;1997.138555;2345.909504
00:00:00.420;1148.884377;856.1660919;1125.800617;1465.973354;2840.599665;2326.326439;1927.185504;1593.022652;305.6021456;1957.552396;1161.941718;1901.099453;625.1413576;2772.989609;1724.685953;1177.025201;1208.099475;1930.740698;1972.362477;1601.958932;1220.146465;1972.496781;2324.140303
00:00:00.440;1143.98823;860.7036267;1127.824123;1459.534634;2813.427578;2346.302981;1925.899585;1579.996267;303.576627;1958.797067;1171.844213;1898.156379;627.9440663;2756.484798;1733.002497;1163.340876;1202.477593;1944.17537;1961.960069;1601.334559;1223.313974;1984.7837;2342.717627
00:00:00.460;1162.36107;854.6310723;1109.273077;1461.828615;2826.503584;2337.332738;1929.773487;1584.761363;304.9702858;1932.517186;1167.928844;1898.613545;632.4722312;2772.86305;1746.409278;1179.010914;1201.310332;1918.48851;1960.455603;1598.167796;1230.205557;1973.424853;2334.811831
00:00:00.480;1159.763309;858.4898457;1126.764601;1462.886042;2854.606641;2348.874574;1916.442743;1572.391795;302.5144256;1952.195241;1171.960403;1885.899;622.3141339;2792.45601;1743.583492;1161.509748;1201.831581;1914.245451;1973.64522;1600.149985;1227.180123;1988.723667;2332.825465
00:00:00.500;1154.892219;863.2286693;1112.425446;1465.042438;2854.065634;2342.330292;1928.161482;1565.693001;302.1495366;1930.061409;1170.073758;1897.33614;624.0412432;2755.128832;1742.79283;1159.598231;1205.445862;1922.975583;1951.056073;1596.479529;1231.042531;1986.232819;2318.949205
00:00:00.520;1163.28534;863.5839715;1113.835822;1466.252379;2834.726002;2329.484185;1913.311153;1589.123247;304.9209822;1941.307288;1179.343651;1914.329839;625.3288741;2770.084729;1741.419213;1161.547302;1204.489178;1925.975289;1975.79878;1600.942263;1238.984407;1992.851005;2335.981165
00:00:00.540;1155.218455;860.0154476;1117.204529;1460.094353;2858.752855;2351.021461;1931.994166;1573.197302;304.3784739;1951.185658;1165.196201;1886.981486;631.0591899;2765.586424;1734.667348;1161.664526;1203.456887;1926.170157;1954.35823;1611.543334;1228.109233;1984.193059;2345.041656
00:00:00.560;1149.469242;860.451635;1120.930926;1463.282241;2837.4495;2339.087752;1930.972879;1577.781927;306.6512888;1958.181802;1168.993861;1899.294959;624.9590293;2747.091332;1745.189992;1172.050985;1200.136448;1932.772648;1955.432038;1606.56436;1211.745169;1991.057497;2337.472583
00:00:00.580;1152.61022;853.2175569;1110.264251;1466.307924;2823.000997;2343.515328;1934.989628;1583.714027;303.0738518;1961.121277;1173.258072;1907.709177;631.2060246;2764.539184;1720.81491;1148.01085;1200.028776;1916.806008;1951.182004;1609.626758;1224.649794;2015.238617;2338.574334
00:00:00.600;1158.184438;857.6427306;1114.66829;1442.682175;2810.79236;2352.135396;1943.900441;1584.935518;303.2353535;1947.172439;1170.016217;1894.715948;627.2234443;2782.60878;1726.986402;1174.545476;1203.212007;1936.117131;1967.83597;1582.292846;1228.589006;1981.692784;2336.267195
00:00:00.620;1145.468094;859.5781773;1119.817071;1467.955821;2859.897622;2352.956958;1934.350424;1580.921548;302.2856455;1940.394719;1163.479102;1887.385389;626.5411861;2783.242056;1734.269508;1175.93958;1195.647602;1928.136781;1957.47472;1616.479573;1218.495064;1971.407209;2315.248105
00:00:00.640;1143.048515;857.5513902;1120.505009;1456.643612;2799.270568;2337.128615;1932.079663;1587.279777;304.2714973;1938.876566;1169.645051;1895.919402;627.9973466;2773.902224;1732.651785;1158.806073;1206.559486;1913.507702;1986.067397;1616.16786;1224.460257;1996.394661;2333.294002
00:00:00.660;1152.79637;863.0403899;1120.458002;1460.97702;2826.55751;2338.229001;1905.128507;1568.829306;305.0791815;1955.309678;1173.984721;1891.682036;625.9343066;2742.833343;1734.797028;1158.769163;1194.680488;1923.185478;1957.304381;1588.492382;1225.978262;1999.16754;2346.553548
00:00:00.680;1148.667063;870.0025664;1123.536977;1458.184313;2855.424372;2337.775933;1938.666427;1581.941785;304.8053897;1963.010379;1174.903564;1895.452496;630.0459717;2801.384304;1741.232665;1168.763742;1200.047053;1920.148791;1962.618764;1599.656532;1226.671446;1989.37328;2329.387
00:00:00.700;1139.695345;868.0969533;1124.840675;1468.192321;2825.533422;2329.039221;1930.511488;1580.591798;305.2070808;1962.298646;1170.757883;1890.226148;622.7181964;2756.031448;1731.767142;1162.375297;1206.646959;1939.499827;1973.843815;1595.456132;1227.209453;1985.418565;2342.66045
00:00:00.720;1145.694045;862.763852;1117.148497;1469.837499;2841.891328;2340.675195;1931.788538;1584.143555;300.7993998;2344.168725;1162.061413;1894.156819;626.1304963;2768.756263;1743.603093;1146.92308;1201.305272;1936.067377;1952.422526;1602.136732;1231.799526;2001.366746;2334.794103
00:00:00.740;1151.582183;864.9852206;1117.45532;1461.634285;2836.936435;2347.393871;1934.121324;1572.992492;305.5371356;2348.12806;1162.732896;1912.994285;620.7141069;2766.720481;1721.148059;1162.805415;1199.287882;1932.925138;1968.669251;1606.130941;1227.980767;1984.600502;2345.561661
00:00:00.760;1153.076064;858.6460396;1113.697519;1460.602098;2831.069949;2330.169425;1917.182599;1580.907404;301.2403494;2331.289855;1173.412653;1893.676782;625.2684751;2755.572123;1735.636027;1162.391295;1201.105652;1937.625716;1944.749176;1598.639033;1224.384643;1991.730052;2314.484057
00:00:00.780;1152.333761;868.7331923;1115.53098;1459.4712;2826.501036;2342.03523;1936.059544;1583.192631;299.476369;2359.249535;1174.185014;1900.00557;623.7198893;2773.343113;1722.141577;1169.569848;1202.315869;1923.900898;1974.372589;1600.504724;1220.482432;1990.466324;2361.891813
00:00:00.800;1163.909242;855.5330997;1110.736258;1460.549704;2820.136873;2350.638496;1915.318604;1586.469743;304.019181;2347.283163;1156.719106;1905.387695;624.7617607;2771.440041;1738.807054;1158.443461;1209.284286;1943.300474;1953.690244;1601.488327;1230.668024;1997.196674;2336.803329
00:00:00.820;1150.820629;866.0297487;1125.619243;1468.597582;2819.629643;2354.849096;1929.38255;1594.711112;304.8089837;2347.402913;1156.924484;1901.650142;629.2518067;2788.813534;1716.040927;1148.727689;1207.051578;1940.251994;1949.402552;1585.252941;1230.78724;1987.736138;2330.407306
00:00:00.840;1152.847945;864.3128599;1117.162893;1483.562723;2814.44552;2320.618228;1921.733842;1570.470206;302.757483;2336.56352;1166.490922;1893.550147;628.0200551;2783.914202;1734.050956;1161.638077;1203.449145;1957.182448;1957.982701;1608.987649;1222.188246;1992.749097;2355.516964
00:00:00.860;1141.344765;858.8407277;1122.83185;1460.511874;2818.637957;2309.929833;1920.554588;1576.000799;302.0246269;2341.421014;1177.662979;1900.54509;623.6846727;2772.897837;1724.773077;1158.753916;1199.097088;1916.353483;1962.714711;1603.945475;1220.314943;1980.458737;2350.43053
00:00:00.880;1149.9008;860.3680867;1133.476456;1465.788645;2828.885233;2339.090237;1924.382175;1563.320156;302.9668636;2353.823911;1176.873487;1894.644044;628.6602196;2782.191645;1713.373569;1166.968103;1209.872686;1933.469189;1964.402732;1603.673849;1233.760208;1977.756436;2343.592021
00:00:00.900;1152.088037;856.1447437;1130.916881;1457.644275;2814.388489;2333.22268;1928.439636;1562.580835;300.9072865;2328.563813;1161.134864;1906.515597;626.2161301;2763.989127;1718.065572;1151.511192;1196.507657;1941.581846;1982.279275;1606.897504;1223.492873;2010.943162;2328.129479
00:00:00.920;1142.552971;856.6229128;1125.699145;1458.454434;2825.069975;2325.382411;1921.693368;1582.782802;303.81138;2341.010701;1174.297983;1893.943664;622.9041005;2779.167498;1739.888358;1163.446262;1203.535474;1932.574678;1992.019675;1595.090723;1227.450233;2005.071193;2326.035545
00:00:00.940;1145.613683;855.0956087;1117.178895;1458.423914;2819.881783;2338.172223;1929.159164;1581.929147;301.9228319;2318.855979;1164.744922;1885.666149;625.3075993;2788.227699;1719.975042;1164.883431;1203.967049;1939.399795;1966.562314;1606.81531;1227.14579;2001.779677;2318.425715
00:00:00.960;1154.348106;864.728157;1123.782635;1477.189743;2854.575296;2331.998054;1923.966099;1589.574904;304.287796;2331.842502;1178.157213;1900.23438;627.9235942;2756.782663;1725.576269;1166.068728;1204.842286;1928.683949;1956.281798;1599.579162;1232.208862;1998.674738;2357.946145
00:00:00.980;1148.804646;866.1105012;1118.526769;1472.876946;2851.589734;2329.415299;1934.633824;1589.821486;303.3343573;2341.056388;1166.619678;1897.774172;628.1961354;2790.922538;1734.238569;1165.507704;1196.423543;1944.658539;1966.095306;1608.40594;1233.557874;1993.716123;2350.439886
00:00:01.000;1151.247638;851.663953;1114.380903;1464.763149;2824.222988;2330.995593;1926.164291;1566.119073;305.1057811;2340.643566;1170.295723;1886.210009;628.6094144;2767.356964;1724.314017;1166.084363;1213.94808;1930.157899;1954.480375;1591.092254;1234.713604;1982.441207;2316.829403
00:00:01.020;1154.602438;867.95028;1114.112584;1469.146851;2798.763815;2340.524955;1936.916106;1571.344797;304.3105545;2342.210853;1165.028176;1901.520294;625.5663443;2762.484952;1752.09801;1161.777843;1212.835843;1927.420327;1962.159361;1592.855977;1223.766071;1999.643412;2314.23751
00:00:01.040;1162.370709;859.8134126;1123.893468;1472.887383;2831.299727;2315.239914;1923.729277;1580.01566;303.749688;2329.872347;1170.1639;1894.569849;629.1050558;2774.516449;1736.533245;1158.218365;1197.980587;1909.558017;1962.87286;1606.841897;1222.314363;1993.634946;2349.004447
00:00:01.060;1149.963155;860.3641864;1121.373908;1476.380354;2843.584708;2341.354523;1919.92954;1582.274027;301.8529133;2339.156735;1170.518121;1898.73727;627.8148336;2806.069697;1737.432629;1163.577735;1201.982391;1937.928018;1958.674086;1592.303128;1233.421748;1995.637072;2333.994904
00:00:01.080;1161.357391;853.3844192;1123.988842;1471.113907;2791.768634;2375.821766;1939.15979;1567.291342;303.903078;2332.945852;1163.455592;1903.14017;630.3343028;2773.140214;1743.029639;1159.964527;1196.878542;1920.543927;1963.804369;1585.337344;1220.879247;1987.420575;2368.20894
00:00:01.100;1139.593367;865.0490233;1115.792871;1467.903615;2832.740914;2352.494527;1933.278028;1565.211315;302.8097561;2343.666703;1171.916138;1897.917901;617.5275236;2782.119618;1725.981358;1155.267114;1207.696278;1911.888304;1947.554975;1616.986243;1220.622837;1988.419367;2347.519539
00:00:01.120;1152.44218;860.9467211;1114.407488;1478.789267;2838.94152;2336.4089;1927.366176;1575.419666;301.8710489;2341.495756;1171.203228;1893.374765;628.1568604;2778.245482;1722.787508;1157.952191;1208.760772;1939.209637;1969.03511;1594.515132;1227.230627;2001.553238;2345.499143
00:00:01.140;1149.13761;865.4554179;1109.807302;1460.501814;2830.495888;2353.544022;1928.3568;1564.181596;303.7799154;2327.933211;1168.372577;1886.657752;625.5399499;2782.230174;1727.728788;1159.850136;1209.846893;1946.150845;1964.436288;1593.955969;1222.590883;1993.76309;2345.230452
00:00:01.160;1148.47418;865.5301401;1106.931518;1452.552389;2832.684013;2357.770871;1930.965368;1577.566511;302.4296809;2337.490683;1175.808535;1891.646504;620.6920804;2806.721073;1743.896639;1175.121199;1203.871023;1929.734424;1982.549892;1588.673106;1237.426913;1987.253513;2330.068907
00:00:01.180;1155.520084;865.5594277;1110.402374;1475.734511;2817.652314;2344.569136;1934.245279;1577.32983;304.9919346;2330.429921;1168.504712;1910.850411;621.8706201;2780.795552;1728.765405;1169.852613;1205.77041;1936.222188;1978.042512;1608.462011;1216.499795;2004.193016;2352.594908
00:00:01.200;1149.881484;856.9600696;1110.568596;1462.422266;2831.25475;2326.318021;1942.295304;1570.534705;302.1236462;2324.559775;1169.330523;1900.23276;627.2913083;2794.192942;1722.728261;1162.719539;1203.858946;1935.398595;1963.520669;1608.515239;1222.755888;1992.264575;2338.289302
00:00:01.220;1139.384005;858.8059878;1107.70664;1475.446308;2821.910915;2331.374473;1927.472349;1562.856735;301.5733733;2347.948592;1168.031634;1892.922504;628.076849;2801.251222;1726.106233;1162.802557;1196.92283;1934.797513;1972.482867;1585.61235;1235.283067;2011.883808;2344.982421
00:00:01.240;1142.46688;857.2208564;1111.879619;1479.758369;2816.423553;2328.667912;1914.92759;1574.421907;304.1859174;2337.430559;1171.123089;1879.774907;626.2665079;2806.448941;1730.07878;1161.987945;1201.573788;1917.001792;1969.347411;1599.151423;1218.408102;2000.33729;2341.136821
00:00:01.260;1156.2676;863.3580164;1125.341652;1479.604367;2816.296253;2319.358231;1920.830235;1582.947655;299.6814184;2337.502534;1169.915029;1903.238335;629.0523886;2793.983082;1728.351524;1166.856089;1203.322756;1932.891588;1960.725837;1605.612191;1231.642148;1975.958246;2343.391163
00:00:01.280;1143.507695;861.264259;1111.039374;1444.753084;2799.7129;2351.359088;1931.900943;1573.082376;301.0841786;2328.681377;1171.662393;1901.761545;624.704867;2774.474569;1725.153774;1168.83962;1194.786139;1943.673021;1983.916732;1606.630165;1221.80591;2001.186653;2344.786236
00:00:01.300;1157.481138;864.5398939;1104.163711;1471.902839;2804.278289;2363.022388;1920.88788;1569.968391;303.5298801;2326.328673;1176.217082;1890.399822;625.9550861;2810.514678;1740.602224;1165.123938;1203.835146;1946.901137;1982.777081;1615.976062;1215.640508;1979.756288;2346.227686
00:00:01.320;1155.824916;864.5809234;1114.990491;1462.05738;2804.146946;2339.241164;1915.511245;1564.369375;301.3293097;2327.219008;1178.02479;1893.864261;621.2720866;2794.539104;1722.17775;1164.716516;1201.040179;1943.866851;1953.236071;1602.750963;1225.614937;1989.959868;2325.823854
00:00:01.340;1153.589637;852.0793755;1118.220015;1461.504271;2825.524633;2332.514344;1931.066365;1574.176755;305.2116222;2330.164071;1168.366287;1886.973137;624.5599925;2771.199746;1721.996362;1172.983392;1206.474414;1932.540736;1963.706775;1607.588851;1230.111595;1996.778326;2359.488949
00:00:01.360;1153.872277;865.2179331;1110.361742;1468.515153;2808.45504;2348.708346;1911.116837;1563.61773;302.57651;2352.53558;1172.397258;1891.599289;618.7082977;2762.629989;1739.911017;1160.531882;1206.801679;1938.35314;1965.789289;1596.027502;1229.44324;2009.850905;2329.118438
00:00:01.380;1157.280054;863.1498059;1120.188093;1459.838761;2835.997016;2355.845793;1925.142366;1582.162912;305.3059599;2324.551223;1177.818543;1896.104213;628.1275541;2798.58414;1724.13554;1175.914018;1209.311661;1928.026552;1962.595229;1611.08454;1223.06739;1996.520765;2321.969227
00:00:01.400;1146.688995;857.5060695;1126.39495;1470.354304;2818.634839;2332.471235;1914.840876;1571.161584;302.3166539;2334.322372;1170.493862;1893.86043;616.7699674;2776.874846;1728.114707;1168.268354;1201.029246;1944.150967;1965.239924;1601.815507;1235.024987;1991.632716;2330.518316
00:00:01.420;1154.33454;860.6304298;1115.168542;1474.124565;2819.790693;2343.015854;1911.351536;1569.978342;302.1961029;2304.528399;1168.969996;1904.399648;627.8758849;2804.021742;1726.619285;1166.451874;1205.714309;1914.946994;1950.250455;1604.031957;1229.224004;1996.109308;2323.78535
00:00:01.440;1148.032053;858.7096298;1119.831459;1462.521886;2811.446692;2320.039411;1942.409528;1567.890823;299.9075164;2325.150262;1176.221682;1900.085065;620.0832443;2811.724695;1745.225658;1170.831176;1214.690736;1929.933372;1947.678193;1612.001728;1224.100259;1994.77907;2326.372095
00:00:01.460;1155.568007;862.6447005;1120.527469;1466.712175;2825.160704;2340.487866;1919.091406;1564.578651;306.4858045;2323.540308;1167.33472;1894.909382;628.2798361;2804.290333;1724.638016;1158.464065;1202.77942;1935.395308;1949.288603;1601.548866;1229.236641;1998.163407;2350.71981
00:00:01.480;1158.047507;858.3474191;1117.252345;1460.740533;2820.170832;2326.718634;1929.153196;1574.328661;303.8939849;2328.213048;1188.590957;1911.776071;621.182373;2783.438458;1737.522008;1171.594656;1216.756067;1938.272392;1952.088856;1598.508684;1223.238146;1989.611637;2345.233097
00:00:01.500;1154.409383;862.430359;1120.078939;1468.242001;2838.571728;2342.124398;1944.311494;1573.252323;301.0361425;2335.522318;1174.896521;1918.243805;623.2202346;2787.235725;1741.611457;1171.528972;1207.807712;1947.118237;1942.902378;1598.173784;1227.41696;2002.916953;2337.473735
00:00:01.520;1156.509733;860.7613265;1118.408884;1474.270421;2836.101573;2332.40051;1915.827016;1587.7174;301.8357608;2338.536231;1175.297706;1877.981871;626.6865932;2758.637818;1748.490591;1167.402853;1211.012145;1949.185718;1950.468469;1597.030645;1226.884142;2014.018723;2348.024069
00:00:01.540;1149.382621;858.5140229;1109.936281;1468.558496;2802.01412;2338.608806;1912.468452;1574.364329;301.5013715;2342.588104;1161.097679;1911.867348;618.5897777;2781.681975;1731.497961;1164.448287;1217.336469;1939.587678;1975.60074;1593.134095;1229.348578;1999.565647;2317.221493
00:00:01.560;1152.943265;861.1353187;1101.303765;1463.655296;2836.404719;2361.558619;1933.886552;1585.117635;303.0980676;2353.280064;1169.256671;1892.428997;623.8369098;2798.961296;1726.969817;1180.752078;1213.259174;1945.697092;1964.753563;1603.708778;1221.286069;2001.166717;2340.535905
00:00:01.580;1151.681644;871.9159226;1115.596181;1473.826461;2813.659921;2336.73055;1905.970112;1563.082223;302.7705983;2320.993142;1169.02356;1893.393455;626.5812075;2768.527375;1724.706761;1165.192523;1224.605295;1940.550192;1974.103186;1606.54141;1225.813713;1989.076457;2352.773206
00:00:01.600;1151.593187;857.4698038;1112.752181;1460.631431;2817.884845;2339.504646;1947.387741;1567.740925;304.6523173;2327.52015;1171.823802;1908.471718;621.2019708;2779.397363;1728.524402;1150.868494;1202.63435;1928.980551;1949.023759;1607.088596;1219.298666;2002.957011;2344.701645
00:00:01.620;1149.390902;858.9284066;1104.467434;1460.852842;2843.959056;2331.844895;1928.403295;1577.081047;302.2996027;2334.524032;1169.604803;1885.985252;618.7574647;2782.617275;1731.165982;1163.274943;1204.390527;1945.671406;1950.705991;1606.608562;1219.171421;1991.939644;2332.713625
00:00:01.640;1151.669105;856.5034087;1112.731539;1458.804438;2821.892456;2313.163492;1921.503087;1583.25576;303.785784;2332.890538;1173.131374;1879.023214;621.7233766;2806.26547;1740.282541;1170.032457;1198.468263;1931.813773;1951.472549;1601.928778;1227.345137;2005.139297;2357.367482
00:00:01.660;1147.918988;857.2348369;1112.894325;1452.311044;2818.10202;2326.163728;1907.996493;1566.534988;302.0269378;2342.383184;1172.767522;1874.307893;617.9767868;2815.607207;1724.864277;1163.94416;1205.42995;1950.454422;1947.410498;1594.282242;1226.37787;2013.464274;2338.087485
00:00:01.680;1145.353601;863.5423038;1115.335837;1457.684649;2841.919353;2326.146878;1923.692149;1563.330469;302.2940633;2335.106705;1174.720822;1893.486889;625.3944582;2792.347886;1740.062112;1168.809681;1215.966201;1925.561859;1960.550941;1606.748212;1220.62269;1991.685597;2356.968233
00:00:01.700;1151.191549;863.4335367;1120.090132;1465.332176;2799.527411;2337.347393;1928.053671;1582.567583;304.1906372;2321.454698;1186.703145;1896.571824;621.5730103;2783.958765;1727.040492;1156.749374;1209.716362;1938.390277;1952.612103;1621.714743;1227.389811;1973.396489;2361.8248
00:00:01.720;1158.673799;860.4006995;1109.411218;1466.720632;2827.754766;2336.724302;1916.889329;1584.313725;302.8982696;2322.312574;1176.162139;1893.578291;621.7414523;2788.651471;1728.008875;1163.644793;1203.263813;1947.025023;1975.335987;1611.890155;1233.004462;1973.999272;2332.080273
00:00:01.740;1156.799517;865.162563;1102.233008;1458.982931;2805.11481;2335.974529;1923.582127;1556.970309;300.475042;2325.827402;1169.596519;1889.839368;625.2016855;2770.395832;1729.149979;1158.368195;1202.456486;1936.610005;1964.173844;1602.28036;1225.466432;1981.3323;2323.355523
00:00:01.760;1148.043507;864.4689905;1111.610182;1461.047937;2813.157759;2342.388374;1928.835856;1579.191474;302.2494695;2347.811639;1176.090573;1906.893351;625.5225138;2799.990232;1711.999551;1165.604952;1211.833112;1926.224761;1959.842644;1608.961882;1227.151493;1986.403645;2346.647717
