TimeStamp;Anomaly_Class;30-Т масла откачки;31-Т слива масла из турбины;32-Т масла вх ГТД;33-Т ТГ до СК;34-Р масла нагнетания;35-Р масла откачки;36-Р за ОК 1;37-Р за ОК 2;38-Р ТГ перед ДГ;39-Вибрация ГГ;40-Вибрация СТ;41-% ДГ;42-Контроль ДГ;43-N РНД (Расч);44-N РВД (Расч);45-N РСТ (Расч);46 Т-возд вх ГГ (Расч);47-P возд за ГГ (расч);48-N РНД прив;49-N РВД прив;50-Т за ТНД макс;51-% НА КВД;52-% КПВ
00:00:00.200;0;1151.5119956757578;863.9749271305985;1117.855554419055;1457.8977865199975;2821.4000997672583;2313.9212264141825;1935.0834166476518;1579.5046166400607;304.3233589110689;1955.9288466662774;1171.7738462963673;1889.083175282055;626.6934275194827;2768.220109545009;1737.7770660391784;1162.757955465161;1214.5315517433007;1911.8455727458982;1980.5878744850147;1609.0497119186596;1221.4685936681221;1982.272637493775;2320.396727724372
00:00:00.220;0;1151.8539803693618;854.6107459373567;1120.211912432797;1454.7193040357463;2822.1204953907672;2311.9806867520783;1925.3041426958578;1583.0571079864376;304.2922249261889;1971.9583151413055;1169.187028829504;1891.6244264604381;627.40808426371;2791.138679721631;1739.3664991218052;1164.5663486286055;1210.4447046097375;1909.876701766342;1973.9069389016695;1603.2464769767516;1234.2254275598866;2000.0370336585077;2338.197336622237
00:00:00.240;0;1150.8773714235117;853.6766683621129;1119.8958580616136;1456.7865885650906;2812.3691688266517;2331.3295431499364;1920.428967296473;1575.4658284347738;306.32109790788763;1939.4743497666166;1155.4059044733692;1901.2242209100375;631.1853762701315;2781.216914592208;1738.0946911985654;1169.0618722287404;1197.3624247407056;1918.4409707381212;1960.619764168569;1592.886212166238;1228.0540894145438;1982.1481775053367;2317.887446786697
00:00:00.260;0;1150.3176395146133;859.6466214398947;1113.1258785194714;1461.2355868595898;2849.3933939339704;2328.415147088816;1935.117371242908;1571.9843851315347;301.00871228321773;1939.4553492334107;1155.9535375081941;1883.9233752973973;621.1820913632405;2780.852922401495;1727.0753860174007;1162.2195569485427;1209.1137265716432;1913.541047534273;1967.325546161846;1608.5740266231032;1226.7297878753477;1997.3872049338243;2335.732185051999
00:00:00.280;0;1152.1415406197696;856.0253202706313;1121.753748617089;1460.2549849125548;2787.4764624856675;2333.163978973286;1927.0411306085045;1583.630009204099;304.34612193695966;1951.8741327639718;1175.6970228680111;1916.3715001142;625.1378869871098;2782.6758775626336;1733.4161188161386;1159.4576490600375;1195.1932647066842;1935.3505884031094;1989.1701539538124;1607.4129087367883;1223.5626331891249;2013.9780633583246;2314.858152666554
00:00:00.300;0;1147.3922054328625;858.1739114411833;1125.3600845536428;1454.6049911581506;2846.249181396481;2325.3304947252122;1922.6634506390717;1578.394125698212;306.35042310880607;1943.3295165154443;1171.1171946667603;1889.7195787457872;628.812868721842;2779.7858346107105;1740.3232892509393;1169.359758564605;1199.8673585662043;1930.73765038851;1960.1799516542535;1607.9047763519065;1215.1426696547226;1987.395825041539;2334.7939305840796
00:00:00.320;0;1147.2997012185076;865.7366565875427;1131.9110263376022;1462.835011791732;2854.043493368135;2364.576397343122;1924.8529552568746;1583.102956021798;304.38687038154796;1947.1119303460764;1173.3343489219876;1900.260840819796;625.7967510731343;2750.779563705393;1732.2432248678458;1165.9184893851213;1206.491153123183;1911.2160997629103;1971.2508702873747;1607.806530858507;1230.187355102757;1992.8705351225556;2343.516175975942
00:00:00.340;0;1156.1688151077924;858.7764777646781;1123.8328119258404;1459.9865198543243;2846.411518449853;2341.7456052084312;1924.9305975014595;1591.4473519233088;306.9042130673222;1944.0642317986074;1178.2325469673415;1906.2960481403363;623.568455239743;2762.53033773986;1737.5606308228416;1168.3191122917247;1208.4722870220924;1916.5478872412102;1971.4034068327612;1591.7091540109318;1222.858544360297;1976.4250345795444;2328.8737612871932
00:00:00.360;0;1149.7567019893477;858.1294385306006;1121.530014502289;1469.0894524164;2833.9062180812766;2338.8119359879665;1929.1238821504999;1579.428060308545;305.1489907223515;1935.8051011783025;1170.385374346861;1889.4192111444695;629.3955483358832;2794.9177581540885;1730.606302943041;1172.671078682629;1211.7690541983143;1914.8778311894725;1971.1140384821174;1606.1518710160615;1231.77194844134;1997.1798612801454;2313.4230235360947
00:00:00.380;0;1153.8940968493064;853.1015360771951;1120.6621950208817;1461.650644516526;2823.8595260925235;2355.632906128974;1923.5936293054792;1567.3443129178702;304.01714965360355;1946.1449058661938;1179.3080344908617;1907.3166389948474;627.6309199459392;2783.094846093082;1734.9991285384758;1161.2534649731438;1191.0402069362929;1922.606041659095;1968.4848835899897;1598.8352381981117;1227.1041014143664;1988.986681521102;2326.3090351630144
00:00:00.400;0;1146.6135208141652;849.7430216118437;1123.2919894794034;1470.8656055546658;2860.7602916479586;2366.4030353351636;1927.9749857589313;1586.6245010417692;305.24013890982457;1936.110746787298;1166.8039086403348;1881.793544054558;627.1877999062743;2752.9786932248267;1732.865512248188;1155.8147167436302;1200.947929819423;1928.4347995662577;1951.044183271371;1612.4389504383278;1229.898552575695;1997.1385548270034;2345.9095039346657
00:00:00.420;0;1148.884376910092;856.1660918695005;1125.8006173372519;1465.973353619363;2840.5996651969454;2326.3264385923603;1927.18550435645;1593.022652385857;305.6021455758653;1957.5523960796652;1161.9417179678858;1901.0994527586304;625.1413576161033;2772.9896094992473;1724.685952573815;1177.025200617571;1208.0994746003728;1930.740698086866;1972.3624767532897;1601.958932309387;1220.1464654973186;1972.496781335419;2324.14030292288
00:00:00.440;0;1143.988230108037;860.7036266824882;1127.8241227524206;1459.5346340770554;2813.427577937106;2346.3029813827725;1925.8995846276648;1579.996266500391;303.57662703989223;1958.7970671643145;1171.8442130292335;1898.1563788804458;627.9440662641828;2756.48479770397;1733.002497496595;1163.3408758841967;1202.477593402951;1944.1753699288906;1961.9600694635446;1601.3345589414528;1223.3139743256604;1984.7836995817643;2342.717626894861
00:00:00.460;3;1162.3610702785036;854.6310722601428;1109.2730768828574;1461.82861521481;2826.5035840766645;2337.332737561653;1929.773487333506;1584.761363145746;304.9702857668196;1932.5171863205603;1167.928843862809;1898.6135450414986;993.9596849970253;2772.863050145902;1746.4092780420315;1179.0109140919549;1201.3103320796922;1918.488509618153;1960.4556029605392;1598.167796395655;1230.2055573997175;1973.4248525205671;2334.811830666015
00:00:00.480;3;1159.7633088671191;858.4898456545179;1126.7646013785504;1462.8860419869916;2854.606640852998;2348.874573569278;1916.4427426251073;1572.3917946892834;302.5144255869624;1952.1952413808378;1171.960403297575;1885.8990001381073;1006.9571141849472;2792.456009930045;1743.583492263419;1161.5097477537179;1201.831580574816;1914.2454511347346;1973.6452196027674;1600.149984547739;1227.1801225241227;1988.7236666321467;2332.825464574915
00:00:00.500;3;1154.8922189888206;863.2286692560342;1112.4254458618345;1465.042438491378;2854.065634177672;2342.3302923933443;1928.1614822296754;1565.6930011070212;302.1495365787995;1930.0614088422822;1170.0737576958095;1897.3361398756056;667.800511899838;2755.1288317508534;1742.7928301566694;1159.598230599197;1205.4458624688946;1922.9755826663031;1951.05607259869;1596.4795290902255;1231.0425308800473;1986.2328191874365;2318.9492050005733
00:00:00.520;3;1163.2853400514966;863.5839714902312;1113.835822326991;1466.2523787726082;2834.726002325499;2329.4841853784615;1913.3111533462531;1589.1232469259012;304.9209822402623;1941.3072878413002;1179.3436513948366;1914.3298393446182;547.335005366152;2770.084728832419;1741.4192129666692;1161.547302102352;1204.489177913643;1925.9752891707683;1975.798780036802;1600.9422631268478;1238.9844072431451;1992.8510047522775;2335.9811651461273
00:00:00.540;3;1155.2184549948215;860.0154475639658;1117.2045292616983;1460.0943527842062;2858.752855209265;2351.0214611132424;1931.9941659275764;1573.1973019762097;304.37847391098387;1951.1856582788823;1165.1962013023767;1886.9814861395294;575.0000034692486;2765.5864236454486;1734.6673475969067;1161.6645258959784;1203.4568868299275;1926.1701567333862;1954.3582297233522;1611.5433340631978;1228.1092328984823;1984.193058698716;2345.0416557659405
00:00:00.560;3;1149.4692418592322;860.4516349605617;1120.9309263794735;1463.2822412059547;2837.4494999342974;2339.0877518461843;1930.9728787994368;1577.781927298513;306.6512888454505;1958.18180197971;1168.9938607611614;1899.2949591653005;667.7045580171875;2747.091331883341;1745.1899922099149;1172.050984979494;1200.1364477456182;1932.7726478810673;1955.432037913206;1606.564359880496;1211.7451690944622;1991.0574973688804;2337.4725830308666
00:00:00.580;3;1152.610220459995;853.2175568631941;1110.2642514540312;1466.3079242974525;2823.000996646969;2343.5153277564937;1934.989628193056;1583.7140272986483;303.0738518189717;1961.1212770603336;1173.2580724272768;1907.709177327406;641.5504425720741;2764.539183860899;1720.814909887869;1148.0108501583718;1200.0287761023058;1916.8060077363973;1951.182004291569;1609.6267576060363;1224.6497938092505;2015.238617046558;2338.574334097818
00:00:00.600;3;1158.1844381934734;857.6427306028514;1114.6682899089012;1442.6821750410058;2810.7923597507297;2352.1353960348492;1943.9004408909504;1584.9355182234274;303.23535349155134;1947.1724393231689;1170.016217068586;1894.7159478897804;626.9748380272683;2782.6087797184996;1726.986401701827;1174.5454756305503;1203.2120073034496;1936.1171312554386;1967.8359699459645;1582.292845721181;1228.589006142614;1981.6927844321438;2336.267195303811
00:00:00.620;3;1145.468094376606;859.5781773496653;1119.8170709939839;1467.955821204547;2859.897622408663;2352.9569576460985;1934.3504238265577;1580.9215484677675;302.28564550435993;1940.3947185519455;1163.479101546681;1887.3853893527455;641.6599750860113;2783.242056468595;1734.2695076470634;1175.9395798086596;1195.6476023989953;1928.136781244981;1957.4747200553284;1616.4795726109426;1218.4950641921205;1971.4072088315174;2315.2481052070516
00:00:00.640;3;1143.0485147152272;857.5513902274201;1120.5050094339574;1456.643612363659;2799.270567935316;2337.128615283269;1932.0796626285774;1587.2797774132855;304.2714972983859;1938.8765656660282;1169.6450514615951;1895.9194017943748;569.3015726534586;2773.902224362096;1732.6517849683444;1158.8060732144156;1206.55948639432;1913.507702240463;1986.0673972883471;1616.1678599438162;1224.460257058581;1996.3946608418878;2333.294001856811
00:00:00.660;3;1152.7963699844197;863.0403899410612;1120.4580018781971;1460.9770197652467;2826.5575102385264;2338.2290006053054;1905.128507411843;1568.8293057901135;305.07918154936687;1955.309678300491;1173.9847209046031;1891.6820355439888;656.3743544917485;2742.833342627598;1734.7970283334841;1158.769163110991;1194.6804879430629;1923.1854780120661;1957.3043805243801;1588.4923819520475;1225.9782618375443;1999.1675402225387;2346.5535479411565
00:00:00.680;3;1148.6670626910332;870.0025664492101;1123.5369768624716;1458.184313020739;2855.4243718658495;2337.7759333770755;1938.666426765777;1581.9417853551956;304.8053896821483;1963.0103787925989;1174.903564228479;1895.4524959763082;646.2677672088588;2801.384304425976;1741.2326650109455;1168.7637416590928;1200.0470532744116;1920.1487905247116;1962.6187638537588;1599.6565321485111;1226.6714461525003;1989.3732804225579;2329.3870002734957
00:00:00.700;3;1139.6953449452642;868.0969532891106;1124.840674548715;1468.1923206148253;2825.5334215416515;2329.0392209461206;1930.5114880666515;1580.5917978066482;305.20708080098126;1962.298645637028;1170.7578829935187;1890.22614815994;615.2605455915337;2756.0314483832176;1731.7671416577036;1162.375296801288;1206.6469592360343;1939.4998269366672;1973.843814741968;1595.4561316809643;1227.2094533842783;1985.4185650436666;2342.660450081424
00:00:00.720;3;1145.6940449374792;862.7638520136871;1117.1484966672376;1469.8374994450012;2841.8913278300274;2340.6751949157156;1931.7885377305179;1584.1435550656054;300.7993997631494;1954.5325950463869;1162.0614126555306;1894.1568190458258;614.62878282136;2768.7562629577305;1743.60309287946;1146.9230804135334;1201.3052722403845;1936.0673768390748;1952.422526199227;1602.1367317838592;1231.7995264887804;2001.3667459850944;2334.7941034260934
00:00:00.740;3;1151.5821826543413;864.9852206401764;1117.455319661094;1461.6342850846659;2836.9364348563245;2347.393871157523;1934.1213239264073;1572.9924923474316;305.53713560965036;1958.4919302934204;1162.73289616486;1912.9942848082492;612.924479015405;2766.7204806480986;1721.1480590869278;1162.8054152487193;1199.2878824659676;1932.92513768334;1968.669250907837;1606.130940849117;1227.98076710256;1984.6005021394033;2345.561661249272
00:00:00.760;3;1153.0760635915863;858.6460396409666;1113.6975193807548;1460.602098360774;2831.069949262468;2330.1694246605525;1917.1825987905513;1580.9074043631833;301.2403493535525;1941.6537248913487;1173.4126534787963;1893.6767822263432;648.4607045899409;2755.5721231005923;1735.6360271740195;1162.3912949019305;1201.1056519350732;1937.6257162937084;1944.7491761119547;1598.6390329673825;1224.3846433485642;1991.7300517338265;2314.484056773845
00:00:00.780;3;1152.3337612219477;868.7331923058637;1115.530979546762;1459.471200344504;2826.501036365481;2342.035229668401;1936.0595439079652;1583.1926309133603;299.476369001774;1969.6134056580468;1174.185013581235;1900.0055696411057;681.3343595790369;2773.34311272943;1722.141576944157;1169.5698479505434;1202.3158690349837;1923.9008982802682;1974.3725891480094;1600.504723748699;1220.4824321361846;1990.466323722704;2361.8918134665337
00:00:00.800;3;1163.9092415831005;855.5330997473523;1110.7362583500396;1460.5497037843222;2820.136872978003;2350.638496264071;1915.3186035696012;1586.4697432695452;304.019180958085;1957.6470334925243;1156.719105802105;1905.3876945238055;664.1298052583488;2771.4400406697705;1738.807053567263;1158.4434606404404;1209.2842859749242;1943.300474316213;1953.690244482273;1601.4883274968697;1230.6680237892378;1997.1966737976932;2336.8033287447633
00:00:00.820;3;1150.8206287279054;866.0297486977735;1125.619242514304;1468.5975816091304;2819.629642611814;2354.8490959111023;1929.382549776657;1594.7111122833367;304.80898367825165;1957.7667831233625;1156.924483805046;1901.6501419781184;675.4713482778672;2788.813534243948;1716.0409273752061;1148.7276893999917;1207.0515783914698;1940.2519938134935;1949.4025523434768;1585.25294105552;1230.7872400421568;1987.7361384457213;2330.40730635308
00:00:00.840;3;1152.847945472276;864.3128598995931;1117.16289321701;1483.562722990652;2814.445520033238;2320.618228249915;1921.7338424973645;1570.4702056748706;302.75748299914073;1946.9273907389165;1166.4909224151818;1893.5501469133667;636.8470699817211;2783.9142022903898;1734.0509561999927;1161.638076861866;1203.4491445669664;1957.1824481769136;1957.982701469221;1608.9876485385605;1222.1882464684043;1992.7490971174943;2355.5169639685314
00:00:00.860;3;1141.3447651248719;858.840727714082;1122.8318497451874;1460.5118744486094;2818.6379574190564;2309.9298327392257;1920.5545878077526;1576.0007985994566;302.02462688375226;1951.784884305587;1177.6629786331853;1900.5450901640747;619.2865386755828;2772.897837333873;1724.773077075233;1158.7539164668813;1199.0970876754284;1916.3534829372502;1962.7147109624605;1603.9454754809133;1220.3149426080508;1980.4587370580148;2350.430530088852
00:00:00.880;3;1149.9007997804822;860.3680867105445;1133.4764560155434;1465.788645013046;2828.8852331958074;2339.0902374508273;1924.3821748625228;1563.3201556550925;302.9668636109542;1964.1877808241213;1176.8734868679494;1894.644043816198;635.5730258442603;2782.1916454253683;1713.3735693808944;1166.968103308757;1209.8726860969903;1933.4691887654726;1964.4027320754913;1603.6738492392894;1233.760207868293;1977.7564363293293;2343.59202051441
00:00:00.900;3;1152.088037108891;856.144743694527;1130.916880827671;1457.6442751823092;2814.3884889277533;2333.2226799568316;1928.439636477536;1562.5808349395231;300.9072864662888;1938.92768302214;1161.1348642763878;1906.5155974247707;635.7147720413112;2763.9891273913613;1718.065572373113;1151.511192025152;1196.5076570311621;1941.5818462491243;1982.2792752703945;1606.897504073795;1223.4928725969348;2010.9431622111113;2328.1294788423907
00:00:00.920;3;1142.5529711454094;856.6229128236317;1125.699144705621;1458.454433506534;2825.0699748240845;2325.3824106830357;1921.6933683630316;1582.782801937037;303.8113799881132;1951.3745715778903;1174.297983005944;1893.9436635111326;593.5361491037444;2779.1674984785327;1739.888358170703;1163.4462624821656;1203.5354743314824;1932.574677754672;1992.0196745703834;1595.0907225053156;1227.4502328199717;2005.071192966549;2326.0355451040814
00:00:00.940;3;1145.6136831730846;855.0956086630513;1117.1788945160429;1458.4239141682478;2819.881782674197;2338.172222846529;1929.1591643397176;1581.9291465600916;301.9228318957274;1929.2198496603712;1164.7449223367323;1885.6661489150715;658.5088016545913;2788.22769921964;1719.9750417684895;1164.8834305830796;1203.9670494246807;1939.3997951271672;1966.5623138091098;1606.8153095528983;1227.1457897877501;2001.7796767774757;2318.425715357694
00:00:00.960;3;1154.3481059349117;864.728157035382;1123.782634956348;1477.1897428315656;2854.5752960685;2331.9980537528413;1923.9660987156174;1589.5749038903061;304.2877959720279;1942.2063722419991;1178.157213179178;1900.2343803676847;647.5975347386111;2756.7826631898793;1725.5762686608189;1166.0687284968526;1204.8422857598619;1928.6839486786205;1956.2817983545758;1599.579162117548;1232.2088618843943;1998.6747378241307;2357.9461454597235
00:00:00.980;3;1148.8046460405294;866.1105012007932;1118.5267687372966;1472.876946240588;2851.5897335909053;2329.4152991945552;1934.633824011341;1589.8214861669262;303.33435727675624;1951.4202583143367;1166.6196778294188;1897.7741721178124;686.9476394029073;2790.9225378687124;1734.2385690398692;1165.507704460838;1196.4235432149737;1944.6585391947112;1966.0953062029516;1608.4059402165256;1233.5578743718743;1993.716123433881;2350.4398861878776
00:00:01.000;3;1151.2476375852343;851.6639529677026;1114.3809025671605;1464.7631489694245;2824.222988085403;2330.9955927115393;1926.164290958379;1566.1190725820027;305.10578110855454;1951.0074365683581;1170.2957231109315;1886.2100090160802;629.0083096505484;2767.356964294794;1724.3140168158093;1166.08436322411;1213.9480799987969;1930.1578994519223;1954.4803747502933;1591.0922537457473;1234.7136041240312;1982.4412069263176;2316.8294027744646
00:00:01.020;3;1154.602438490751;867.9502800029;1114.112584265399;1469.1468507795992;2798.7638150232037;2340.5249550845174;1936.9161056961107;1571.3447970795576;304.310554513909;1952.5747228549676;1165.0281755304375;1901.520294379092;642.1530725523842;2762.4849516682125;1752.098009975653;1161.7778431422544;1212.8358426288933;1927.4203265041501;1962.1593612211375;1592.8559770701277;1223.766070749471;1999.6434116137311;2314.237509888759
00:00:01.040;3;1162.3707092200048;859.8134126175415;1123.89346767023;1472.8873832045476;2831.299727464565;2315.2399139835;1923.7292770975605;1580.0156603095097;303.749688018573;1940.2362169510454;1170.1638997787397;1894.5698487426182;704.2810303761022;2774.5164490715056;1736.5332449069479;1158.2183646242963;1197.9805873730204;1909.5580168382132;1962.872860129525;1606.8418965299854;1222.3143628926114;1993.6349457889648;2349.004447300594
00:00:01.060;3;1149.963154804098;860.3641864107748;1121.373908406541;1476.3803543728768;2843.584707612935;2341.3545228237717;1919.9295400646477;1582.2740267984482;301.85291332669544;1949.5206049570784;1170.5181210094345;1898.7372696551456;614.4539140562264;2806.069697123913;1737.4326290431468;1163.577735266441;1201.9823907517075;1937.928018259965;1958.6740861129529;1592.3031279099519;1233.4217476754404;1995.6370722449067;2333.994903951922
00:00:01.080;3;1161.357390737457;853.3844192314444;1123.9888424615124;1471.1139074203468;2791.7686338598496;2375.821765620009;1939.1597895675272;1567.2913422011825;303.90307799966007;1943.309722458696;1163.45559242127;1903.140169815724;687.1457237508064;2773.140214499735;1743.0296385527722;1159.9645265821885;1196.8785415805603;1920.5439272734745;1963.8043685916778;1585.3373437099638;1220.8792465422714;1987.4205749719372;2368.208940176031
00:00:01.100;3;1139.5933673905101;865.0490232668473;1115.7928713184413;1467.9036153639352;2832.740914385471;2352.4945272702603;1933.2780282543258;1565.2113150319876;302.8097560506426;1954.0305736287223;1171.9161379865127;1897.9179014758683;693.3752539920858;2782.119617520816;1725.98135813105;1155.2671142677707;1207.6962784594791;1911.8883035674235;1947.5549748189721;1616.986242574373;1220.622837472594;1988.4193668172663;2347.5195388577936
00:00:01.120;3;1152.4421804501942;860.946721143471;1114.4074877874887;1478.789267237411;2838.9415204438073;2336.4088997610743;1927.3661756918784;1575.419665852736;301.8710489331424;1951.8596264402786;1171.2032280876656;1893.3747651904932;648.0741640634761;2778.2454821285933;1722.7875077663118;1157.9521909895352;1208.7607722056916;1939.2096366111268;1969.035110035967;1594.5151315790781;1227.2306265054522;2001.553237644292;2345.4991426238926
00:00:01.140;3;1149.1376098480816;865.455417903965;1109.8073021866714;1460.5018142207193;2830.4958876290816;2353.544022442561;1928.3568001813755;1564.181596486824;303.77991536579515;1938.2970815841584;1168.3725772061885;1886.6577516095101;660.8855987016639;2782.230173654024;1727.7287877182005;1159.8501362787013;1209.8468927198605;1946.1508452484914;1964.4362882526823;1593.9559689799894;1222.5908833285212;1993.7630897704114;2345.2304524092233
00:00:01.160;3;1148.4741800055403;865.5301400616734;1106.9315178185989;1452.552388512956;2832.6840133294663;2357.7708712670715;1930.965368078785;1577.5665105089531;302.42968091319256;1947.8545528728466;1175.8085348383756;1891.646504067938;661.3590276190497;2806.7210727129223;1743.8966394470506;1175.1211990135366;1203.8710231019884;1929.7344239987706;1982.5498921011929;1588.673106071638;1237.4269128167227;1987.2535130782408;2330.0689069789855
00:00:01.180;3;1155.5200844280614;865.5594277153053;1110.4023736377437;1475.734510908734;2817.652314442348;2344.5691359250645;1934.2452789260285;1577.3298296997893;304.99193458640207;1940.7937912150303;1168.504711575708;1910.8504111286763;664.1463164573136;2780.7955523741816;1728.7654054686925;1169.8526133557725;1205.7704104114814;1936.2221875346927;1978.0425124592662;1608.462010625555;1216.4997946708122;2004.193016447571;2352.5949081241993
00:00:01.200;3;1149.8814837832879;856.9600695650307;1110.568596102197;1462.4222657992625;2831.2547502599664;2326.3180209755683;1942.2953035434787;1570.534704526769;302.1236462061762;1934.9236455326597;1169.3305228103775;1900.2327597742512;665.4737557446289;2794.1929420999504;1722.7282608603955;1162.719538941179;1203.858945870665;1935.3985946317814;1963.5206692979577;1608.5152392011205;1222.7558875715708;1992.264574837228;2338.2893022167373
00:00:01.220;3;1139.384005350805;858.8059878495658;1107.7066402974742;1475.446308400464;2821.910914525006;2331.3744732991595;1927.4723494040738;1562.8567347153153;301.5733732599056;1958.3124625189012;1168.0316336700912;1892.922503969132;673.2109856017157;2801.2512217607987;1726.106233216225;1162.8025566461301;1196.9228300019777;1934.7975126475387;1972.4828667991137;1585.6123495838794;1235.2830670007875;2011.8838076996126;2344.982421053283
00:00:01.240;3;1142.4668802017663;857.2208563700616;1111.8796188066942;1479.7583689489259;2816.4235533992373;2328.667911684835;1914.927590054042;1574.4219073144825;304.185917439879;1947.794429307243;1171.1230888497767;1879.774907315701;633.9831611540063;2806.448941055513;1730.0787802378118;1161.9879447653275;1201.5737882923506;1917.0017923847577;1969.3474114981386;1599.1514233710975;1218.4081023398396;2000.3372900111797;2341.1368207086757
00:00:01.260;3;1156.267600238583;863.3580163780324;1125.341651710544;1479.6043671514171;2816.29625328402;2319.3582313529037;1920.830235071122;1582.9476554146247;299.6814184233655;1947.8664040864162;1169.9150290328346;1903.2383350889847;664.7540979306315;2793.9830819851477;1728.3515237400666;1166.8560886263274;1203.3227555451876;1932.8915880355592;1960.7258365749706;1605.6121912686208;1231.6421476200112;1975.958246163782;2343.391163184508
